"seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","log2FoldChange","padj","pvalue","peak_key","source_method"
"chr1",23921997,23922294,298,"*","Promoter (<=1kb)",1,23845625,23922317,76693,2,"98366","ENSMUST00000027339.13",23,-8.75283437906883,2.95155976176433e-05,4.21781984202383e-07,"chr1:23921997:23922294","deseq2"
"chr1",23922537,23922746,210,"*","Promoter (<=1kb)",1,23845625,23922317,76693,2,"98366","ENSMUST00000027339.13",-220,7.66611094810196,0.0244107527408476,0.00153625880471796,"chr1:23922537:23922746","deseq2"
"chr1",33574284,33574543,260,"*","Intron (ENSMUST00000027312.10/19076, intron 7 of 13)",1,33478942,33622142,143201,2,"19076","ENSMUST00000189552.1",47599,-7.91715284438325,0.0106012723221216,0.00053365095660744,"chr1:33574284:33574543","deseq2"
"chr1",36131113,36131294,182,"*","Distal Intergenic",1,36144252,36144313,62,2,"102465540","ENSMUST00000184790.1",13019,-7.79378594074517,0.0180380334217182,0.00103768535392924,"chr1:36131113:36131294","deseq2"
"chr1",36131685,36131874,190,"*","Distal Intergenic",1,36144252,36144313,62,2,"102465540","ENSMUST00000184790.1",12439,-7.85150934848188,0.0141382085072983,0.000767893788539973,"chr1:36131685:36131874","deseq2"
"chr1",36444703,36444856,154,"*","Promoter (<=1kb)",1,36422065,36445271,23207,2,"214895","ENSMUST00000125304.7",415,7.54174379398836,0.0394654654670898,0.00280075315625265,"chr1:36444703:36444856","deseq2"
"chr1",36916273,36916426,154,"*","Exon (ENSMUST00000194317.1/ENSMUST00000194317.1, exon 1 of 2)",1,36792191,36939527,147337,2,"56030","ENSMUST00000027290.11",23101,8.64608688578165,4.50876198167416e-05,7.07620316150694e-07,"chr1:36916273:36916426","deseq2"
"chr1",37540964,37541205,242,"*","Promoter (<=1kb)",1,37439340,37541016,101677,2,"269181","ENSMUST00000151952.7",0,-7.79845828250871,0.01842375468568,0.00106671817301018,"chr1:37540964:37541205","deseq2"
"chr1",37872298,37872479,182,"*","Promoter (<=1kb)",1,37872374,37875460,3087,1,"623661","ENSMUST00000142670.1",0,-8.5476495552463,0.000182923143564714,3.8393018224411e-06,"chr1:37872298:37872479","deseq2"
"chr1",37998509,37998679,171,"*","Promoter (<=1kb)",1,37998129,38052021,53893,1,"226982","ENSMUST00000192548.5",380,-8.86717679130369,1.08060094376567e-05,1.2052963495099e-07,"chr1:37998509:37998679","deseq2"
"chr1",38012629,38012793,165,"*","Intron (ENSMUST00000027252.7/226982, intron 1 of 23)",1,37998129,38052021,53893,1,"226982","ENSMUST00000192548.5",14500,8.02064834694082,0.00466909154248353,0.000193915495570635,"chr1:38012629:38012793","deseq2"
"chr1",38129607,38130031,425,"*","Promoter (<=1kb)",1,38052786,38129662,76877,2,"56210","ENSMUST00000027251.11",0,-1.07603560509779,0.0145858093782966,0.00079810633624232,"chr1:38129607:38130031","deseq2"
"chr1",39614850,39615168,319,"*","Distal Intergenic",1,39618406,39651474,33069,2,"263764","ENSMUST00000053355.5",36306,7.49854487563952,0.043638546900167,0.00319834586279873,"chr1:39614850:39615168","deseq2"
"chr1",40250430,40250655,226,"*","Intron (ENSMUST00000027241.10/16177, intron 1 of 10)",1,40266586,40316201,49616,1,"16177","ENSMUST00000114795.2",-15931,-8.35619034199982,0.00102809579707114,3.14955073273914e-05,"chr1:40250430:40250655","deseq2"
"chr1",40325723,40325929,207,"*","Promoter (<=1kb)",1,40325611,40329171,3561,1,"107527","ENSMUST00000193388.1",112,-7.81695371989338,0.0226011752602293,0.00138708831974885,"chr1:40325723:40325929","deseq2"
"chr1",40340123,40340406,284,"*","Intron (ENSMUST00000095020.8/107527, intron 4 of 10)",1,40325611,40329171,3561,1,"107527","ENSMUST00000193388.1",14512,-8.51513054361105,0.00302431178944855,0.000115241487530773,"chr1:40340123:40340406","deseq2"
"chr1",40351959,40352528,570,"*","Intron (ENSMUST00000095020.8/107527, intron 8 of 10)",1,40325611,40329171,3561,1,"107527","ENSMUST00000193388.1",26348,-1.59749890683257,0.0498376769381901,0.00382065327058693,"chr1:40351959:40352528","deseq2"
"chr1",43559568,43559809,242,"*","Intron (ENSMUST00000086421.8/17974, intron 4 of 4)",1,43533569,43569342,35774,1,"17974","ENSMUST00000114744.2",25999,-7.65987685048273,0.0358296617788253,0.0024868664416349,"chr1:43559568:43559809","deseq2"
"chr1",43827824,43828052,229,"*","Promoter (<=1kb)",1,43765007,43827800,62794,2,"67883","ENSMUST00000139451.7",-24,-1.15279724205746,9.74337563917552e-07,4.59081350256707e-09,"chr1:43827824:43828052","deseq2"
"chr1",44102949,44103165,217,"*","Promoter (<=1kb)",1,44086861,44102441,15581,2,"75623","ENSMUST00000150911.7",-508,-8.08602624978229,0.00508707027084884,0.000216442541051407,"chr1:44102949:44103165","deseq2"
"chr1",51478159,51478309,151,"*","Promoter (<=1kb)",1,51465862,51478399,12538,2,"109019","ENSMUST00000189542.6",90,8.86495810764869,7.73600125896511e-06,7.64785869343419e-08,"chr1:51478159:51478309","deseq2"
"chr1",53296616,53296808,193,"*","Promoter (<=1kb)",1,53262895,53296967,34073,2,"227099","ENSMUST00000142922.1",159,-7.69970958411409,0.0266328759145543,0.00171300978640002,"chr1:53296616:53296808","deseq2"
"chr1",55041799,55041962,164,"*","Distal Intergenic",1,55052770,55071953,19184,1,"67876","ENSMUST00000087617.10",-10808,8.48549542651315,0.000189403880703723,4.02075573017927e-06,"chr1:55041799:55041962","deseq2"
"chr1",55129729,55130052,324,"*","Promoter (1-2kb)",1,55131231,55153938,22708,1,"19070","ENSMUST00000159311.7",-1179,-7.91089360530011,0.0145024161803361,0.000792396216895258,"chr1:55129729:55130052","deseq2"
"chr1",58393366,58393521,156,"*","Promoter (<=1kb)",1,58393470,58405131,11662,1,"66882","ENSMUST00000186949.1",0,-7.59762408706968,0.0379861405987896,0.00267038695925355,"chr1:58393366:58393521","deseq2"
"chr1",58562588,58562740,153,"*","Exon (ENSMUST00000160546.7/213056, exon 3 of 5)",1,58527743,58565954,38212,2,"213056","ENSMUST00000187717.6",3214,7.57106179736594,0.0354327215266399,0.00244877166595356,"chr1:58562588:58562740","deseq2"
"chr1",58585848,58586059,212,"*","Promoter (<=1kb)",1,58529083,58586191,57109,2,"213056","ENSMUST00000038372.13",132,-8.14913682472207,0.00330986158726209,0.000128617597531233,"chr1:58585848:58586059","deseq2"
"chr1",58970511,58970663,153,"*","Promoter (2-3kb)",1,58926663,58973429,46767,2,"70827","ENSMUST00000173590.1",2766,9.39280755061436,2.77530123966123e-07,7.32282002754784e-10,"chr1:58970511:58970663","deseq2"
"chr1",58971180,58971333,154,"*","Promoter (2-3kb)",1,58926663,58973429,46767,2,"70827","ENSMUST00000173590.1",2096,9.47099172618299,1.91913515535847e-07,4.07731961388589e-10,"chr1:58971180:58971333","deseq2"
"chr1",58972982,58973145,164,"*","Promoter (<=1kb)",1,58926663,58973429,46767,2,"70827","ENSMUST00000173590.1",284,-9.04946833786605,2.78491680988749e-06,2.023138400398e-08,"chr1:58972982:58973145","deseq2"
"chr1",59740078,59740228,151,"*","Distal Intergenic",1,59763400,59879014,115615,1,"12168","ENSMUST00000087435.6",-23172,-7.51576148019083,0.04900331123404,0.00373706396475134,"chr1:59740078:59740228","deseq2"
"chr1",61376246,61376481,236,"*","Promoter (1-2kb)",1,61378432,61395904,17473,1,"77341","ENSMUST00000141000.1",-1951,7.93535078451755,0.00775321692552602,0.000366373207925996,"chr1:61376246:61376481","deseq2"
"chr1",63113430,63113595,166,"*","Promoter (<=1kb)",1,63062164,63114255,52092,2,"227195","ENSMUST00000153992.1",660,-7.59762408706968,0.0379861405987896,0.00267038695925355,"chr1:63113430:63113595","deseq2"
"chr1",64534058,64534221,164,"*","Promoter (1-2kb)",1,64532894,64597477,64584,1,"12912","ENSMUST00000190348.1",1164,7.72505298013525,0.0198674036969524,0.00117471789870954,"chr1:64534058:64534221","deseq2"
"chr1",64705362,64705524,163,"*","Intron (ENSMUST00000114077.7/227210, intron 4 of 10)",1,64691345,64725640,34296,1,"227210","ENSMUST00000094898.4",14017,8.13284693553127,0.00242192908392307,8.85530140510895e-05,"chr1:64705362:64705524","deseq2"
"chr1",64737510,64737795,286,"*","Promoter (<=1kb)",1,64730558,64737751,7194,2,"14367","ENSMUST00000063982.6",0,-8.93452555700942,9.25386127950006e-06,9.68247425699727e-08,"chr1:64737510:64737795","deseq2"
"chr1",65179265,65179420,156,"*","Promoter (<=1kb)",1,65158616,65179181,20566,2,"15926","ENSMUST00000097709.10",-84,8.77592350503487,1.49973754051243e-05,1.8166956928678e-07,"chr1:65179265:65179420","deseq2"
"chr1",66863143,66863485,343,"*","Promoter (<=1kb)",1,66830839,66863277,32439,2,"11363","ENSMUST00000027153.5",0,-1.19210045245143,0.000229407679387776,5.09534445966857e-06,"chr1:66863143:66863485","deseq2"
"chr1",72255113,72255646,534,"*","Exon (ENSMUST00000179876.1/ENSMUST00000179876.1, exon 1 of 1)",1,72259167,72284259,25093,2,"111175","ENSMUST00000134840.7",28613,-1.56288639659061,0.0250093998964607,0.00158802083468317,"chr1:72255113:72255646","deseq2"
"chr1",74304119,74304271,153,"*","Promoter (<=1kb)",1,74293562,74304215,10654,2,"69660","ENSMUST00000154859.1",0,-8.93465223823625,6.38277525295909e-06,5.97103621710899e-08,"chr1:74304119:74304271","deseq2"
"chr1",74332700,74333015,316,"*","Promoter (<=1kb)",1,74332610,74353686,21077,1,"56695","ENSMUST00000087225.5",90,8.20738545687678,0.00492716807315174,0.000207203621846897,"chr1:74332700:74333015","deseq2"
"chr1",75160027,75160187,161,"*","Distal Intergenic",1,75168646,75170752,2107,1,"68818","ENSMUST00000162768.7",-8459,-9.09607039301203,1.91772981029009e-06,1.2313944468906e-08,"chr1:75160027:75160187","deseq2"
"chr1",75168252,75168405,154,"*","Promoter (<=1kb)",1,75168646,75170752,2107,1,"68818","ENSMUST00000162768.7",-241,-8.84133689239352,1.38705354052863e-05,1.65643162468681e-07,"chr1:75168252:75168405","deseq2"
"chr1",75190637,75190886,250,"*","Promoter (<=1kb)",1,75180865,75190382,9518,2,"245860","ENSMUST00000189820.6",-255,9.87956399488856,1.05085804760529e-07,1.47640469294326e-10,"chr1:75190637:75190886","deseq2"
"chr1",75217269,75217435,167,"*","Promoter (<=1kb)",1,75215612,75217434,1823,2,"22145","ENSMUST00000188593.1",0,-8.91250698660636,7.55606320467689e-06,7.45702459675129e-08,"chr1:75217269:75217435","deseq2"
"chr1",75467616,75467883,268,"*","Intron (ENSMUST00000113577.7/241118, intron 1 of 8)",1,75474576,75478746,4171,2,"74241","ENSMUST00000143496.7",10863,7.52206694470353,0.0426840970588101,0.00310961673424245,"chr1:75467616:75467883","deseq2"
"chr1",80633612,80633994,383,"*","Intron (ENSMUST00000077946.11/210293, intron 3 of 55)",1,80501713,80665275,163563,2,"210293","ENSMUST00000190983.6",31281,-7.80434351888911,0.0172249156039908,0.000982467986733235,"chr1:80633612:80633994","deseq2"
"chr1",84838045,84838318,274,"*","Promoter (<=1kb)",1,84794231,84838731,44501,2,"14897","ENSMUST00000187818.1",413,7.68275936324237,0.0268993874627557,0.00173337781628415,"chr1:84838045:84838318","deseq2"
"chr1",86064983,86065346,364,"*","Promoter (<=1kb)",1,86064871,86075819,10949,1,"70247","ENSMUST00000127104.1",112,1.55327538403981,0.00460150109520168,0.000190792986385472,"chr1:86064983:86065346","deseq2"
"chr1",86160182,86160475,294,"*","Intron (ENSMUST00000135197.1/78795, intron 5 of 5)",1,86154819,86177701,22883,1,"78795","ENSMUST00000153653.1",5363,-8.99823467486739,1.56178080435428e-05,1.92128607474749e-07,"chr1:86160182:86160475","deseq2"
"chr1",86416363,86416518,156,"*","Intron (ENSMUST00000212541.1/14767, intron 2 of 3)",1,86386303,86426228,39926,2,"14767","ENSMUST00000212541.1",9710,7.84737932666437,0.0111637822128463,0.000568278882110277,"chr1:86416363:86416518","deseq2"
"chr1",86434673,86434845,173,"*","Distal Intergenic",1,86426329,86428052,1724,1,"71863","ENSMUST00000046004.5",8344,-8.27560810878663,0.00197041167432476,6.84656022535872e-05,"chr1:86434673:86434845","deseq2"
"chr1",86441632,86441816,185,"*","Distal Intergenic",1,86426329,86428052,1724,1,"71863","ENSMUST00000046004.5",15303,-7.81482472859478,0.0166105917046214,0.00093746747322921,"chr1:86441632:86441816","deseq2"
"chr1",86441896,86442052,157,"*","Distal Intergenic",1,86426329,86428052,1724,1,"71863","ENSMUST00000046004.5",15567,-7.89755619427893,0.0114713840228453,0.000588342172476419,"chr1:86441896:86442052","deseq2"
"chr1",86472572,86472909,338,"*","Distal Intergenic",1,86426329,86428052,1724,1,"71863","ENSMUST00000046004.5",46243,-9.55550411171499,1.53337369737142e-07,2.85647437283713e-10,"chr1:86472572:86472909","deseq2"
"chr1",86501350,86501510,161,"*","Distal Intergenic",1,86526726,86530712,3987,1,"19231","ENSMUST00000045897.14",-25216,-9.01302808027548,3.50160003909914e-06,2.68776975501827e-08,"chr1:86501350:86501510","deseq2"
"chr1",86524371,86524528,158,"*","Promoter (2-3kb)",1,86526726,86530712,3987,1,"19231","ENSMUST00000045897.14",-2198,-8.88244389490317,9.63069863004385e-06,1.03316166040734e-07,"chr1:86524371:86524528","deseq2"
"chr1",86525003,86525188,186,"*","Promoter (1-2kb)",1,86526726,86530712,3987,1,"19231","ENSMUST00000045897.14",-1538,-8.8335035967102,1.47681569335714e-05,1.78639917675001e-07,"chr1:86525003:86525188","deseq2"
"chr1",86916270,86917106,837,"*","Intron (ENSMUST00000168237.7/208718, intron 10 of 21)",1,87088780,87089805,1026,2,"11650","ENSMUST00000190082.1",172699,-1.3179894184886,0.000385550809855085,9.72382064776295e-06,"chr1:86916270:86917106","deseq2"
"chr1",87246271,87246642,372,"*","Distal Intergenic",1,87264363,87310836,46474,1,"98363","ENSMUST00000118687.7",-17721,1.52495845950159,0.013793517407353,0.000743736816258717,"chr1:87246271:87246642","deseq2"
"chr1",87541714,87541953,240,"*","Intron (ENSMUST00000166055.7/23956, intron 1 of 2)",1,87476834,87510362,33529,2,"53972","ENSMUST00000027477.14",-31352,7.77652706362753,0.0210629627934341,0.00126788722630943,"chr1:87541714:87541953","deseq2"
"chr1",87607515,87607668,154,"*","Distal Intergenic",1,87620312,87720507,100196,1,"16331","ENSMUST00000169754.7",-12644,-7.7274825732104,0.0234003177467404,0.00145217083660916,"chr1:87607515:87607668","deseq2"
"chr1",87622809,87622971,163,"*","Promoter (1-2kb)",1,87621674,87667916,46243,1,"16331","ENSMUST00000163576.1",1135,9.09529776224085,1.43018088998403e-06,8.03733970555574e-09,"chr1:87622809:87622971","deseq2"
"chr1",87648745,87648909,165,"*","Intron (ENSMUST00000169754.7/16331, intron 2 of 26)",1,87621674,87667916,46243,1,"16331","ENSMUST00000163576.1",27071,1.04677960116447,0.000462487135940151,1.2107947292325e-05,"chr1:87648745:87648909","deseq2"
"chr1",87704706,87704864,159,"*","Intron (ENSMUST00000169754.7/16331, intron 18 of 26)",1,87709341,87712159,2819,1,"16331","ENSMUST00000163548.1",-4477,-8.76091864075469,2.9517706649808e-05,4.22801383692957e-07,"chr1:87704706:87704864","deseq2"
"chr1",87756444,87756676,233,"*","Promoter (<=1kb)",1,87756093,87767983,11891,1,"77040","ENSMUST00000134603.1",351,7.7175324073206,0.0200868128141447,0.00119147684335764,"chr1:87756444:87756676","deseq2"
"chr1",88007862,88008076,215,"*","Promoter (<=1kb)",1,87985755,88008528,22774,2,"227334","ENSMUST00000186315.1",452,8.39409975892639,0.000387445150903351,9.77823536846803e-06,"chr1:88007862:88008076","deseq2"
"chr1",88357494,88357718,225,"*","Intron (ENSMUST00000113114.9/171382, intron 20 of 28)",1,88318913,88388851,69939,1,"171382","ENSMUST00000171176.2",38581,-7.68700570037173,0.0281082481224308,0.00183391088580856,"chr1:88357494:88357718","deseq2"
"chr1",88491554,88492238,685,"*","Distal Intergenic",1,88499871,88510066,10196,2,"14659","ENSMUST00000067625.8",17828,-1.31764486095886,8.73849993373715e-05,1.57956265400372e-06,"chr1:88491554:88492238","deseq2"
"chr1",89454453,89454898,446,"*","Promoter (<=1kb)",1,89454806,89897617,442812,1,"347722","ENSMUST00000027521.14",0,-1.865745990704,0.0180983451355127,0.00104344952250493,"chr1:89454453:89454898","deseq2"
"chr1",90026978,90027272,295,"*","Distal Intergenic",1,89952591,90014666,62076,2,"208372","ENSMUST00000097656.9",-12312,8.29604637243495,0.000829035117757856,2.43746125601385e-05,"chr1:90026978:90027272","deseq2"
"chr1",90249456,90249616,161,"*","Distal Intergenic",1,90204006,90213833,9828,1,"12778","ENSMUST00000159654.1",45450,8.76850275981431,1.66707733427552e-05,2.076527408581e-07,"chr1:90249456:90249616","deseq2"
"chr1",90281277,90281579,303,"*","Intron (ENSMUST00000188640.1/ENSMUST00000188640.1, intron 1 of 1)",1,90204006,90213833,9828,1,"12778","ENSMUST00000159654.1",77271,10.2711876963141,1.63417894318422e-08,1.0639732689283e-11,"chr1:90281277:90281579","deseq2"
"chr1",90592967,90593125,159,"*","Distal Intergenic",1,90602981,90613341,10361,1,"108679","ENSMUST00000036153.11",-9856,7.62650246279726,0.0280555396991032,0.00182951056446135,"chr1:90592967:90593125","deseq2"
"chr1",91227774,91227944,171,"*","Distal Intergenic",1,91250304,91275479,25176,1,"67921","ENSMUST00000188576.1",-22360,-8.41080428810732,0.000539141581857553,1.46320614351472e-05,"chr1:91227774:91227944","deseq2"
"chr1",91250950,91251101,152,"*","Promoter (<=1kb)",1,91250656,91265237,14582,1,"67921","ENSMUST00000191533.1",294,8.48759925362344,0.000197232804038185,4.23764133065852e-06,"chr1:91250950:91251101","deseq2"
"chr1",91251367,91251543,177,"*","Promoter (<=1kb)",1,91250656,91265237,14582,1,"67921","ENSMUST00000191533.1",711,9.30957972670405,4.38286769170742e-07,1.4267880774855e-09,"chr1:91251367:91251543","deseq2"
"chr1",91278878,91279031,154,"*","Promoter (2-3kb)",1,91276111,91285391,9281,1,"67921","ENSMUST00000185950.1",2767,-8.44236458036432,0.000474743619842162,1.25497489461098e-05,"chr1:91278878:91279031","deseq2"
"chr1",91366660,91366895,236,"*","Promoter (<=1kb)",1,91366430,91374217,7788,1,"227358","ENSMUST00000086861.11",230,8.49137040849902,0.000335824085911084,8.16472848295773e-06,"chr1:91366660:91366895","deseq2"
"chr1",91544105,91544261,157,"*","5' UTR",1,91541080,91555117,14038,1,"65247","ENSMUST00000188879.1",3025,-8.98264902359478,4.33077701026146e-06,3.64329908684722e-08,"chr1:91544105:91544261","deseq2"
"chr1",91545337,91545522,186,"*","Intron (ENSMUST00000086843.10/65247, intron 2 of 4)",1,91541080,91555117,14038,1,"65247","ENSMUST00000188879.1",4257,9.45154802412998,2.47497738258107e-07,6.19115390828128e-10,"chr1:91545337:91545522","deseq2"
"chr1",92910423,92910576,154,"*","Promoter (<=1kb)",1,92908378,92910764,2387,2,"75995","ENSMUST00000181575.2",188,-8.50520918133236,0.000302113161679585,7.13932406687051e-06,"chr1:92910423:92910576","deseq2"
"chr1",93507146,93507300,155,"*","Promoter (1-2kb)",1,93505568,93507346,1779,1,"18000","ENSMUST00000157021.1",1578,7.68704137483661,0.0220429208733728,0.00134867249959418,"chr1:93507146:93507300","deseq2"
"chr1",93824727,93825043,317,"*","Promoter (<=1kb)",1,93824909,93826458,1550,1,"98314","ENSMUST00000187321.1",0,1.29401230518141,0.000856345730503561,2.5397660575716e-05,"chr1:93824727:93825043","deseq2"
"chr1",97659360,97659590,231,"*","Promoter (2-3kb)",1,97643903,97661676,17774,2,"52392","ENSMUST00000153115.7",2086,7.77223659393047,0.015871583215648,0.000885153831353282,"chr1:97659360:97659590","deseq2"
"chr1",97661609,97661963,355,"*","Promoter (<=1kb)",1,97643903,97661676,17774,2,"52392","ENSMUST00000153115.7",0,-1.41265151784674,0.0226011752602293,0.00138646400565582,"chr1:97661609:97661963","deseq2"
"chr1",97743195,97743450,256,"*","Promoter (2-3kb)",1,97742171,97746136,3966,2,"227399","ENSMUST00000152788.1",2686,-7.73457124218315,0.0264881698676619,0.00170007169235435,"chr1:97743195:97743450","deseq2"
"chr1",118483594,118483750,157,"*","Promoter (1-2kb)",1,118482039,118607137,125099,1,"76707","ENSMUST00000191823.5",1555,-7.66401497376457,0.0297255442372111,0.00197151686356968,"chr1:118483594:118483750","deseq2"
"chr1",120276191,120276349,159,"*","Distal Intergenic",1,120226653,120272705,46053,2,"68428","ENSMUST00000112643.1",-3486,-8.21129993208665,0.00212299628764622,7.51496672710887e-05,"chr1:120276191:120276349","deseq2"
"chr1",125389606,125389894,289,"*","Distal Intergenic",1,125393484,125397612,4129,2,"74117","ENSMUST00000186008.6",7718,8.06467428480197,0.00562893886311784,0.000245642204820717,"chr1:125389606:125389894","deseq2"
"chr1",125389903,125390054,152,"*","Distal Intergenic",1,125393484,125397612,4129,2,"74117","ENSMUST00000186008.6",7558,7.74514833421218,0.0174742394992724,0.000999083992274001,"chr1:125389903:125390054","deseq2"
"chr1",125390112,125390337,226,"*","Distal Intergenic",1,125393484,125397612,4129,2,"74117","ENSMUST00000186008.6",7275,8.36951856045664,0.000609489472336644,1.68127824974213e-05,"chr1:125390112:125390337","deseq2"
"chr1",125390371,125390638,268,"*","Distal Intergenic",1,125393484,125397612,4129,2,"74117","ENSMUST00000186008.6",6974,8.14626077977672,0.00348181762837752,0.000137478954849193,"chr1:125390371:125390638","deseq2"
"chr1",127826844,127827186,343,"*","Intron (ENSMUST00000208183.2/22625, intron 10 of 13)",1,127815271,127840290,25020,2,"22625","ENSMUST00000061512.4",13104,7.94979657990759,0.00678645858780442,0.000311038751347157,"chr1:127826844:127827186","deseq2"
"chr1",128356835,128357014,180,"*","Promoter (2-3kb)",1,128331593,128359647,28055,2,"17219","ENSMUST00000190495.1",2633,8.00313798473676,0.00510174259250908,0.000217216317011652,"chr1:128356835:128357014","deseq2"
"chr1",128560289,128560588,300,"*","Distal Intergenic",1,128588199,128592290,4092,2,"12767","ENSMUST00000052172.6",31702,-9.12819921577128,4.37920035032855e-06,3.6990418447905e-08,"chr1:128560289:128560588","deseq2"
"chr1",129956483,129956988,506,"*","Intron (ENSMUST00000073527.12/210417, intron 15 of 27)",1,129915539,130183181,267643,1,"210417","ENSMUST00000151700.7",40944,-1.21430116640718,9.63597701919848e-07,4.5071904844362e-09,"chr1:129956483:129956988","deseq2"
"chr1",129957005,129957243,239,"*","Intron (ENSMUST00000073527.12/210417, intron 15 of 27)",1,129915539,130183181,267643,1,"210417","ENSMUST00000151700.7",41466,-8.13736350194402,0.00337874679571957,0.000132220640476715,"chr1:129957005:129957243","deseq2"
"chr1",130732836,130732988,153,"*","Promoter (<=1kb)",1,130732110,130742463,10354,1,"212439","ENSMUST00000186185.1",726,-8.71633361516595,3.99927397245007e-05,6.11214320813067e-07,"chr1:130732836:130732988","deseq2"
"chr1",130740426,130740601,176,"*","Promoter (<=1kb)",1,130740272,130744621,4350,1,"212439","ENSMUST00000190859.1",154,-8.64942334392054,7.30825084356911e-05,1.2696992827155e-06,"chr1:130740426:130740601","deseq2"
"chr1",131096800,131096995,196,"*","Promoter (<=1kb)",1,131053700,131097826,44127,2,"17164","ENSMUST00000016672.10",831,-7.9844192188823,0.00792606952974804,0.000376578271326845,"chr1:131096800:131096995","deseq2"
"chr1",131116060,131116215,156,"*","Distal Intergenic",1,131053700,131097826,44127,2,"17164","ENSMUST00000016672.10",-18234,8.5319004947421,0.000123036497597715,2.38631569057849e-06,"chr1:131116060:131116215","deseq2"
