"seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","log2FoldChange","padj","pvalue","peak_key","source_method"
"chr1",23255685,23255850,166,"*","Exon (ENSMUST00000193885.1/ENSMUST00000193885.1, exon 1 of 1)",1,23272269,23272339,71,1,"387225","ENSMUST00000083471.3",-16419,-6.29114394603256,0.0421025938523872,0.00241657001753018,"chr1:23255685:23255850","limma_voom"
"chr1",23919175,23919342,168,"*","Promoter (2-3kb)",1,23845625,23922317,76693,2,"98366","ENSMUST00000027339.13",2975,6.37739274070958,0.0290404196436812,0.00131591408669002,"chr1:23919175:23919342","limma_voom"
"chr1",23920639,23920791,153,"*","Promoter (1-2kb)",1,23845625,23922317,76693,2,"98366","ENSMUST00000027339.13",1526,6.03019909876142,0.0442502121179456,0.00264709040000595,"chr1:23920639:23920791","limma_voom"
"chr1",23921997,23922294,298,"*","Promoter (<=1kb)",1,23845625,23922317,76693,2,"98366","ENSMUST00000027339.13",23,-7.30920965074602,0.0214782944073522,0.000358497191056177,"chr1:23921997:23922294","limma_voom"
"chr1",23922537,23922746,210,"*","Promoter (<=1kb)",1,23845625,23922317,76693,2,"98366","ENSMUST00000027339.13",-220,6.32707492597855,0.0320865080734125,0.00157026083085426,"chr1:23922537:23922746","limma_voom"
"chr1",33574284,33574543,260,"*","Intron (ENSMUST00000027312.10/19076, intron 7 of 13)",1,33478942,33622142,143201,2,"19076","ENSMUST00000189552.1",47599,-6.5247108813183,0.0295519203482255,0.00135629915355069,"chr1:33574284:33574543","limma_voom"
"chr1",36131113,36131294,182,"*","Distal Intergenic",1,36144252,36144313,62,2,"102465540","ENSMUST00000184790.1",13019,-6.35407182460841,0.0372316646625367,0.00198878786578283,"chr1:36131113:36131294","limma_voom"
"chr1",36131685,36131874,190,"*","Distal Intergenic",1,36144252,36144313,62,2,"102465540","ENSMUST00000184790.1",12439,-6.45784709282035,0.0328482096719552,0.00163246528454523,"chr1:36131685:36131874","limma_voom"
"chr1",36444703,36444856,154,"*","Promoter (<=1kb)",1,36422065,36445271,23207,2,"214895","ENSMUST00000125304.7",415,6.26604569515483,0.039736867162525,0.00220269972725677,"chr1:36444703:36444856","limma_voom"
"chr1",36916273,36916426,154,"*","Exon (ENSMUST00000194317.1/ENSMUST00000194317.1, exon 1 of 2)",1,36792191,36939527,147337,2,"56030","ENSMUST00000027290.11",23101,7.20749989964932,0.0214782944073522,0.000287705220778962,"chr1:36916273:36916426","limma_voom"
"chr1",37540964,37541205,242,"*","Promoter (<=1kb)",1,37439340,37541016,101677,2,"269181","ENSMUST00000151952.7",0,-6.46557481026291,0.0366668333692227,0.00194464123077054,"chr1:37540964:37541205","limma_voom"
"chr1",37872298,37872479,182,"*","Promoter (<=1kb)",1,37872374,37875460,3087,1,"623661","ENSMUST00000142670.1",0,-7.12478719155544,0.0214782944073522,0.000457268593072404,"chr1:37872298:37872479","limma_voom"
"chr1",37998509,37998679,171,"*","Promoter (<=1kb)",1,37998129,38052021,53893,1,"226982","ENSMUST00000192548.5",380,-7.43701073225163,0.0214782944073522,0.000306327457801597,"chr1:37998509:37998679","limma_voom"
"chr1",38012629,38012793,165,"*","Intron (ENSMUST00000027252.7/226982, intron 1 of 23)",1,37998129,38052021,53893,1,"226982","ENSMUST00000192548.5",14500,6.57718524226461,0.0218300128613665,0.000684814215814769,"chr1:38012629:38012793","limma_voom"
"chr1",39614850,39615168,319,"*","Distal Intergenic",1,39618406,39651474,33069,2,"263764","ENSMUST00000053355.5",36306,6.03019909876142,0.0442502121179456,0.00264709040000595,"chr1:39614850:39615168","limma_voom"
"chr1",40250430,40250655,226,"*","Intron (ENSMUST00000027241.10/16177, intron 1 of 10)",1,40266586,40316201,49616,1,"16177","ENSMUST00000114795.2",-15931,-6.93499559413105,0.0216618394849082,0.000672051367099131,"chr1:40250430:40250655","limma_voom"
"chr1",40340123,40340406,284,"*","Intron (ENSMUST00000095020.8/107527, intron 4 of 10)",1,40325611,40329171,3561,1,"107527","ENSMUST00000193388.1",14512,-6.92155212780244,0.0480551212319902,0.00297542174230318,"chr1:40340123:40340406","limma_voom"
"chr1",43827824,43828052,229,"*","Promoter (<=1kb)",1,43765007,43827800,62794,2,"67883","ENSMUST00000139451.7",-24,-1.15725096088392,0.0214782944073522,0.000287553352459184,"chr1:43827824:43828052","limma_voom"
"chr1",44102949,44103165,217,"*","Promoter (<=1kb)",1,44086861,44102441,15581,2,"75623","ENSMUST00000150911.7",-508,-6.56056587575445,0.0262106307643907,0.00108617932576069,"chr1:44102949:44103165","limma_voom"
"chr1",51478159,51478309,151,"*","Promoter (<=1kb)",1,51465862,51478399,12538,2,"109019","ENSMUST00000189542.6",90,7.44585082188446,0.0214782944073522,0.000222018517166398,"chr1:51478159:51478309","limma_voom"
"chr1",53296616,53296808,193,"*","Promoter (<=1kb)",1,53262895,53296967,34073,2,"227099","ENSMUST00000142922.1",159,-6.15793788054599,0.0487049781154656,0.00304431700878068,"chr1:53296616:53296808","limma_voom"
"chr1",55041799,55041962,164,"*","Distal Intergenic",1,55052770,55071953,19184,1,"67876","ENSMUST00000087617.10",-10808,7.03267977646716,0.0214782944073522,0.00036006753112357,"chr1:55041799:55041962","limma_voom"
"chr1",55129729,55130052,324,"*","Promoter (1-2kb)",1,55131231,55153938,22708,1,"19070","ENSMUST00000159311.7",-1179,-6.65028080482122,0.035226542735204,0.00182487007220947,"chr1:55129729:55130052","limma_voom"
"chr1",58562588,58562740,153,"*","Exon (ENSMUST00000160546.7/213056, exon 3 of 5)",1,58527743,58565954,38212,2,"213056","ENSMUST00000187717.6",3214,5.96993245451431,0.0421585516887887,0.00242321483825578,"chr1:58562588:58562740","limma_voom"
"chr1",58585848,58586059,212,"*","Promoter (<=1kb)",1,58529083,58586191,57109,2,"213056","ENSMUST00000038372.13",132,-6.74402899592039,0.0232899626636352,0.000827268210171349,"chr1:58585848:58586059","limma_voom"
"chr1",58970511,58970663,153,"*","Promoter (2-3kb)",1,58926663,58973429,46767,2,"70827","ENSMUST00000173590.1",2766,7.96232564745707,0.0214782944073522,0.000105086426854759,"chr1:58970511:58970663","limma_voom"
"chr1",58971180,58971333,154,"*","Promoter (2-3kb)",1,58926663,58973429,46767,2,"70827","ENSMUST00000173590.1",2096,8.02721462266175,0.0214782944073522,9.53603698548655e-05,"chr1:58971180:58971333","limma_voom"
"chr1",58972982,58973145,164,"*","Promoter (<=1kb)",1,58926663,58973429,46767,2,"70827","ENSMUST00000173590.1",284,-7.59807486764974,0.0214782944073522,0.000251039621445059,"chr1:58972982:58973145","limma_voom"
"chr1",61376246,61376481,236,"*","Promoter (1-2kb)",1,61378432,61395904,17473,1,"77341","ENSMUST00000141000.1",-1951,6.41763431596012,0.0245808287846036,0.000934271671438922,"chr1:61376246:61376481","limma_voom"
"chr1",64534058,64534221,164,"*","Promoter (1-2kb)",1,64532894,64597477,64584,1,"12912","ENSMUST00000190348.1",1164,6.40083243055615,0.0298215105543775,0.00138114955855628,"chr1:64534058:64534221","limma_voom"
"chr1",64705362,64705524,163,"*","Intron (ENSMUST00000114077.7/227210, intron 4 of 10)",1,64691345,64725640,34296,1,"227210","ENSMUST00000094898.4",14017,6.68737626115042,0.0214782944073522,0.000563699699828344,"chr1:64705362:64705524","limma_voom"
"chr1",64737510,64737795,286,"*","Promoter (<=1kb)",1,64730558,64737751,7194,2,"14367","ENSMUST00000063982.6",0,-7.51344932602206,0.0214782944073522,0.000330681252289698,"chr1:64737510:64737795","limma_voom"
"chr1",65179265,65179420,156,"*","Promoter (<=1kb)",1,65158616,65179181,20566,2,"15926","ENSMUST00000097709.10",-84,7.32808465331675,0.0214782944073522,0.000247795116935834,"chr1:65179265:65179420","limma_voom"
"chr1",66863143,66863485,343,"*","Promoter (<=1kb)",1,66830839,66863277,32439,2,"11363","ENSMUST00000027153.5",0,-1.17641496659738,0.0383167384106963,0.00207806933263128,"chr1:66863143:66863485","limma_voom"
"chr1",72255113,72255646,534,"*","Exon (ENSMUST00000179876.1/ENSMUST00000179876.1, exon 1 of 1)",1,72259167,72284259,25093,2,"111175","ENSMUST00000134840.7",28613,-1.91936458052058,0.043682333491374,0.00257983016248671,"chr1:72255113:72255646","limma_voom"
"chr1",74304119,74304271,153,"*","Promoter (<=1kb)",1,74293562,74304215,10654,2,"69660","ENSMUST00000154859.1",0,-7.50484097885256,0.0214782944073522,0.000281588062590091,"chr1:74304119:74304271","limma_voom"
"chr1",74332700,74333015,316,"*","Promoter (<=1kb)",1,74332610,74353686,21077,1,"56695","ENSMUST00000087225.5",90,6.31221224750244,0.0352469746442092,0.00182803350162879,"chr1:74332700:74333015","limma_voom"
"chr1",75160027,75160187,161,"*","Distal Intergenic",1,75168646,75170752,2107,1,"68818","ENSMUST00000162768.7",-8459,-7.65370584690773,0.0214782944073522,0.00023089290284659,"chr1:75160027:75160187","limma_voom"
"chr1",75168252,75168405,154,"*","Promoter (<=1kb)",1,75168646,75170752,2107,1,"68818","ENSMUST00000162768.7",-241,-7.41708169902965,0.0214782944073522,0.000319919251688752,"chr1:75168252:75168405","limma_voom"
"chr1",75190637,75190886,250,"*","Promoter (<=1kb)",1,75180865,75190382,9518,2,"245860","ENSMUST00000189820.6",-255,8.26632349200674,0.0214782944073522,0.000176721668711473,"chr1:75190637:75190886","limma_voom"
"chr1",75217269,75217435,167,"*","Promoter (<=1kb)",1,75215612,75217434,1823,2,"22145","ENSMUST00000188593.1",0,-7.4800933618879,0.0214782944073522,0.000289357621548674,"chr1:75217269:75217435","limma_voom"
"chr1",75467616,75467883,268,"*","Intron (ENSMUST00000113577.7/241118, intron 1 of 8)",1,75474576,75478746,4171,2,"74241","ENSMUST00000143496.7",10863,5.86122141763657,0.0484999183940768,0.00301926933431849,"chr1:75467616:75467883","limma_voom"
"chr1",80633612,80633994,383,"*","Intron (ENSMUST00000077946.11/210293, intron 3 of 55)",1,80501713,80665275,163563,2,"210293","ENSMUST00000190983.6",31281,-6.39277367543144,0.0360949325016985,0.00189633923648843,"chr1:80633612:80633994","limma_voom"
"chr1",84838045,84838318,274,"*","Promoter (<=1kb)",1,84794231,84838731,44501,2,"14897","ENSMUST00000187818.1",413,6.48475954527493,0.0337552397338323,0.0017057863530361,"chr1:84838045:84838318","limma_voom"
"chr1",86064983,86065346,364,"*","Promoter (<=1kb)",1,86064871,86075819,10949,1,"70247","ENSMUST00000127104.1",112,1.44125829709602,0.0424849056355095,0.00245840063879468,"chr1:86064983:86065346","limma_voom"
"chr1",86160182,86160475,294,"*","Intron (ENSMUST00000135197.1/78795, intron 5 of 5)",1,86154819,86177701,22883,1,"78795","ENSMUST00000153653.1",5363,-7.53517646440467,0.0214782944073522,0.000511833123714551,"chr1:86160182:86160475","limma_voom"
"chr1",86416363,86416518,156,"*","Intron (ENSMUST00000212541.1/14767, intron 2 of 3)",1,86386303,86426228,39926,2,"14767","ENSMUST00000212541.1",9710,6.41540139752444,0.0254184857198841,0.00100731368980866,"chr1:86416363:86416518","limma_voom"
"chr1",86434673,86434845,173,"*","Distal Intergenic",1,86426329,86428052,1724,1,"71863","ENSMUST00000046004.5",8344,-6.73664411543039,0.023999759252175,0.000880006017891847,"chr1:86434673:86434845","limma_voom"
"chr1",86441632,86441816,185,"*","Distal Intergenic",1,86426329,86428052,1724,1,"71863","ENSMUST00000046004.5",15303,-6.42802319987399,0.035226542735204,0.00182638161819964,"chr1:86441632:86441816","limma_voom"
"chr1",86441896,86442052,157,"*","Distal Intergenic",1,86426329,86428052,1724,1,"71863","ENSMUST00000046004.5",15567,-6.4693768692941,0.0305325552106918,0.00144339635278088,"chr1:86441896:86442052","limma_voom"
"chr1",86472572,86472909,338,"*","Distal Intergenic",1,86426329,86428052,1724,1,"71863","ENSMUST00000046004.5",46243,-8.10859133626681,0.0214782944073522,0.000123156485243233,"chr1:86472572:86472909","limma_voom"
"chr1",86501350,86501510,161,"*","Distal Intergenic",1,86526726,86530712,3987,1,"19231","ENSMUST00000045897.14",-25216,-7.57797889796815,0.0214782944073522,0.000254924704050197,"chr1:86501350:86501510","limma_voom"
"chr1",86524371,86524528,158,"*","Promoter (2-3kb)",1,86526726,86530712,3987,1,"19231","ENSMUST00000045897.14",-2198,-7.45390794130169,0.0214782944073522,0.000300978446326171,"chr1:86524371:86524528","limma_voom"
"chr1",86525003,86525188,186,"*","Promoter (1-2kb)",1,86526726,86530712,3987,1,"19231","ENSMUST00000045897.14",-1538,-7.4086727864757,0.0214782944073522,0.000322261011465555,"chr1:86525003:86525188","limma_voom"
"chr1",87541714,87541953,240,"*","Intron (ENSMUST00000166055.7/23956, intron 1 of 2)",1,87476834,87510362,33529,2,"53972","ENSMUST00000027477.14",-31352,6.5883801369533,0.0320733362531955,0.00156448662797793,"chr1:87541714:87541953","limma_voom"
"chr1",87607515,87607668,154,"*","Distal Intergenic",1,87620312,87720507,100196,1,"16331","ENSMUST00000169754.7",-12644,-6.32591881071482,0.0424072571321977,0.00245105576417625,"chr1:87607515:87607668","limma_voom"
"chr1",87622809,87622971,163,"*","Promoter (1-2kb)",1,87621674,87667916,46243,1,"16331","ENSMUST00000163576.1",1135,7.66316407700256,0.0214782944073522,0.000158531052223616,"chr1:87622809:87622971","limma_voom"
"chr1",87648745,87648909,165,"*","Intron (ENSMUST00000169754.7/16331, intron 2 of 26)",1,87621674,87667916,46243,1,"16331","ENSMUST00000163576.1",27071,1.03724303777822,0.0231751442270533,0.000819738470718021,"chr1:87648745:87648909","limma_voom"
"chr1",87704706,87704864,159,"*","Intron (ENSMUST00000169754.7/16331, intron 18 of 26)",1,87709341,87712159,2819,1,"16331","ENSMUST00000163548.1",-4477,-7.34024909880565,0.0214782944073522,0.000361673327855379,"chr1:87704706:87704864","limma_voom"
"chr1",87756444,87756676,233,"*","Promoter (<=1kb)",1,87756093,87767983,11891,1,"77040","ENSMUST00000134603.1",351,6.37103585839904,0.0299473817393907,0.0013914952067509,"chr1:87756444:87756676","limma_voom"
"chr1",88007862,88008076,215,"*","Promoter (<=1kb)",1,87985755,88008528,22774,2,"227334","ENSMUST00000186315.1",452,6.94981639784262,0.0214782944073522,0.000395886537332857,"chr1:88007862:88008076","limma_voom"
"chr1",88357494,88357718,225,"*","Intron (ENSMUST00000113114.9/171382, intron 20 of 28)",1,88318913,88388851,69939,1,"171382","ENSMUST00000171176.2",38581,-6.36860437126296,0.0465980354057749,0.00285700175049781,"chr1:88357494:88357718","limma_voom"
"chr1",90026978,90027272,295,"*","Distal Intergenic",1,89952591,90014666,62076,2,"208372","ENSMUST00000097656.9",-12312,6.84822882746384,0.0214782944073522,0.000451614429816065,"chr1:90026978:90027272","limma_voom"
"chr1",90249456,90249616,161,"*","Distal Intergenic",1,90204006,90213833,9828,1,"12778","ENSMUST00000159654.1",45450,7.30868474927326,0.0214782944073522,0.000257566415259416,"chr1:90249456:90249616","limma_voom"
"chr1",90281277,90281579,303,"*","Intron (ENSMUST00000188640.1/ENSMUST00000188640.1, intron 1 of 1)",1,90204006,90213833,9828,1,"12778","ENSMUST00000159654.1",77271,8.77496355300214,0.0214782944073522,0.000100863573271119,"chr1:90281277:90281579","limma_voom"
"chr1",90592967,90593125,159,"*","Distal Intergenic",1,90602981,90613341,10361,1,"108679","ENSMUST00000036153.11",-9856,6.12118447485939,0.0360949325016985,0.00189810448136969,"chr1:90592967:90593125","limma_voom"
"chr1",91227774,91227944,171,"*","Distal Intergenic",1,91250304,91275479,25176,1,"67921","ENSMUST00000188576.1",-22360,-6.96851231290307,0.0214782944073522,0.000546207764618081,"chr1:91227774:91227944","limma_voom"
"chr1",91250950,91251101,152,"*","Promoter (<=1kb)",1,91250656,91265237,14582,1,"67921","ENSMUST00000191533.1",294,7.07360189394843,0.0214782944073522,0.000364361864792653,"chr1:91250950:91251101","limma_voom"
"chr1",91251367,91251543,177,"*","Promoter (<=1kb)",1,91250656,91265237,14582,1,"67921","ENSMUST00000191533.1",711,7.88551839446641,0.0214782944073522,0.000118614289744656,"chr1:91251367:91251543","limma_voom"
"chr1",91278878,91279031,154,"*","Promoter (2-3kb)",1,91276111,91285391,9281,1,"67921","ENSMUST00000185950.1",2767,-6.96962343807761,0.0214782944073522,0.000573940815177508,"chr1:91278878:91279031","limma_voom"
"chr1",91366660,91366895,236,"*","Promoter (<=1kb)",1,91366430,91374217,7788,1,"227358","ENSMUST00000086861.11",230,6.9101201101384,0.0214782944073522,0.000570901318986833,"chr1:91366660:91366895","limma_voom"
"chr1",91544105,91544261,157,"*","5' UTR",1,91541080,91555117,14038,1,"65247","ENSMUST00000188879.1",3025,-7.54602428192826,0.0214782944073522,0.000265501915776689,"chr1:91544105:91544261","limma_voom"
"chr1",91545337,91545522,186,"*","Intron (ENSMUST00000086843.10/65247, intron 2 of 4)",1,91541080,91555117,14038,1,"65247","ENSMUST00000188879.1",4257,7.96030584994544,0.0214782944073522,0.000112474427834917,"chr1:91545337:91545522","limma_voom"
"chr1",92910423,92910576,154,"*","Promoter (<=1kb)",1,92908378,92910764,2387,2,"75995","ENSMUST00000181575.2",188,-7.08552689840302,0.0214782944073522,0.000523574024127229,"chr1:92910423:92910576","limma_voom"
"chr1",93507146,93507300,155,"*","Promoter (1-2kb)",1,93505568,93507346,1779,1,"18000","ENSMUST00000157021.1",1578,6.23011384284751,0.0320218070743485,0.00155589778372769,"chr1:93507146:93507300","limma_voom"
"chr1",97659360,97659590,231,"*","Promoter (2-3kb)",1,97643903,97661676,17774,2,"52392","ENSMUST00000153115.7",2086,6.27384566014298,0.028911192990016,0.00130491191639873,"chr1:97659360:97659590","limma_voom"
"chr1",118483594,118483750,157,"*","Promoter (1-2kb)",1,118482039,118607137,125099,1,"76707","ENSMUST00000191823.5",1555,-6.28365919967668,0.049376632021497,0.00310788141634559,"chr1:118483594:118483750","limma_voom"
"chr1",120276191,120276349,159,"*","Distal Intergenic",1,120226653,120272705,46053,2,"68428","ENSMUST00000112643.1",-3486,-6.78974954136804,0.0220731544125235,0.000706838012431228,"chr1:120276191:120276349","limma_voom"
"chr1",125389606,125389894,289,"*","Distal Intergenic",1,125393484,125397612,4129,2,"74117","ENSMUST00000186008.6",7718,6.68802986218389,0.024830415748776,0.000954046552230442,"chr1:125389606:125389894","limma_voom"
"chr1",125389903,125390054,152,"*","Distal Intergenic",1,125393484,125397612,4129,2,"74117","ENSMUST00000186008.6",7558,6.32315790329868,0.028911192990016,0.00130649847918914,"chr1:125389903:125390054","limma_voom"
"chr1",125390112,125390337,226,"*","Distal Intergenic",1,125393484,125397612,4129,2,"74117","ENSMUST00000186008.6",7275,6.95810504562718,0.0214782944073522,0.000477129063420012,"chr1:125390112:125390337","limma_voom"
"chr1",125390371,125390638,268,"*","Distal Intergenic",1,125393484,125397612,4129,2,"74117","ENSMUST00000186008.6",6974,6.52899895372629,0.0245059213855052,0.00092283953236272,"chr1:125390371:125390638","limma_voom"
"chr1",127826844,127827186,343,"*","Intron (ENSMUST00000208183.2/22625, intron 10 of 13)",1,127815271,127840290,25020,2,"22625","ENSMUST00000061512.4",13104,6.54481621516672,0.0227090125362518,0.000782253193127111,"chr1:127826844:127827186","limma_voom"
"chr1",128356835,128357014,180,"*","Promoter (2-3kb)",1,128331593,128359647,28055,2,"17219","ENSMUST00000190495.1",2633,6.56398589713564,0.0220731544125235,0.000706488226865638,"chr1:128356835:128357014","limma_voom"
"chr1",128560289,128560588,300,"*","Distal Intergenic",1,128588199,128592290,4092,2,"12767","ENSMUST00000052172.6",31702,-7.68879171849744,0.0214782944073522,0.000363855085318585,"chr1:128560289:128560588","limma_voom"
"chr1",129956483,129956988,506,"*","Intron (ENSMUST00000073527.12/210417, intron 15 of 27)",1,129915539,130183181,267643,1,"210417","ENSMUST00000151700.7",40944,-1.21613405324163,0.0214782944073522,0.000174734432154235,"chr1:129956483:129956988","limma_voom"
"chr1",129957005,129957243,239,"*","Intron (ENSMUST00000073527.12/210417, intron 15 of 27)",1,129915539,130183181,267643,1,"210417","ENSMUST00000151700.7",41466,-6.68124110527886,0.0233696953491056,0.000838013553110001,"chr1:129957005:129957243","limma_voom"
"chr1",130732836,130732988,153,"*","Promoter (<=1kb)",1,130732110,130742463,10354,1,"212439","ENSMUST00000186185.1",726,-7.28154845257584,0.0214782944073522,0.000369454642647826,"chr1:130732836:130732988","limma_voom"
"chr1",130740426,130740601,176,"*","Promoter (<=1kb)",1,130740272,130744621,4350,1,"212439","ENSMUST00000190859.1",154,-7.22143411257847,0.0214782944073522,0.000400271601685393,"chr1:130740426:130740601","limma_voom"
"chr1",131096800,131096995,196,"*","Promoter (<=1kb)",1,131053700,131097826,44127,2,"17164","ENSMUST00000016672.10",831,-6.60812282443307,0.0271441195622504,0.00117369123134523,"chr1:131096800:131096995","limma_voom"
"chr1",131116060,131116215,156,"*","Distal Intergenic",1,131053700,131097826,44127,2,"17164","ENSMUST00000016672.10",-18234,7.09441531356065,0.0214782944073522,0.000330695003572801,"chr1:131116060:131116215","limma_voom"
"chr1",131155557,131155763,207,"*","Promoter (2-3kb)",1,131153181,131187658,34478,1,"16865","ENSMUST00000131855.1",2376,7.19142811195631,0.0214782944073522,0.000412844399670118,"chr1:131155557:131155763","limma_voom"
"chr1",131612649,131612975,327,"*","Distal Intergenic",1,131599723,131609754,10032,1,"26361","ENSMUST00000190410.1",12926,6.59597454128138,0.0234147463452688,0.000840809948951701,"chr1:131612649:131612975","limma_voom"
"chr1",132264890,132265070,181,"*","Distal Intergenic",1,132298626,132307357,8732,1,"213417","ENSMUST00000046071.4",-33556,6.05396589733456,0.044265725839851,0.00265372591067883,"chr1:132264890:132265070","limma_voom"
"chr1",132356936,132357094,159,"*","3' UTR",1,132361026,132364948,3923,2,"68875","ENSMUST00000125439.1",7854,8.43293164434322,0.0214782944073522,6.18316049179983e-05,"chr1:132356936:132357094","limma_voom"
"chr1",132357418,132357630,213,"*","3' UTR",1,132361026,132364948,3923,2,"68875","ENSMUST00000125439.1",7318,8.85338638260621,0.0214782944073522,0.000191135324074472,"chr1:132357418:132357630","limma_voom"
"chr1",132358670,132359175,506,"*","Exon (ENSMUST00000045473.15/68875, exon 4 of 5)",1,132361026,132364948,3923,2,"68875","ENSMUST00000125439.1",5773,10.016859146362,0.0214782944073522,8.98279847225062e-06,"chr1:132358670:132359175","limma_voom"
"chr1",132382058,132382221,164,"*","Exon (ENSMUST00000159257.1/ENSMUST00000159257.1, exon 2 of 3)",1,132356323,132390318,33996,2,"68875","ENSMUST00000132435.1",8097,-8.16819143525976,0.0214782944073522,0.000114932761097322,"chr1:132382058:132382221","limma_voom"
"chr1",133045970,133046189,220,"*","Promoter (<=1kb)",1,133046012,133068033,22022,1,"240752","ENSMUST00000145153.7",0,-6.62684795523136,0.0251467903165091,0.000979824754755277,"chr1:133045970:133046189","limma_voom"
"chr1",133132446,133132611,166,"*","Promoter (1-2kb)",1,133131344,133139783,8440,1,"108954","ENSMUST00000122956.1",1102,-7.37229224163291,0.0214782944073522,0.000338021866375495,"chr1:133132446:133132611","limma_voom"
"chr1",134111114,134111265,152,"*","Promoter (<=1kb)",1,134111242,134151540,40299,1,"71884","ENSMUST00000159963.7",0,-7.01330440577327,0.0214782944073522,0.000552508001036706,"chr1:134111114:134111265","limma_voom"
"chr1",134151548,134151750,203,"*","Downstream (<=300bp)",1,134138646,134151539,12894,1,"71884","ENSMUST00000086475.2",12902,6.66447884363453,0.0270662122692374,0.0011668472292572,"chr1:134151548:134151750","limma_voom"
"chr1",134202043,134202335,293,"*","3' UTR",1,134193457,134201232,7776,1,"53311","ENSMUST00000191577.1",8586,5.83568979327357,0.0433783344579172,0.0025534287667689,"chr1:134202043:134202335","limma_voom"
"chr1",134414917,134415079,163,"*","Promoter (<=1kb)",1,134415378,134433351,17974,1,"72674","ENSMUST00000027727.14",-299,-7.6386151835699,0.0214782944073522,0.000239676361207735,"chr1:134414917:134415079","limma_voom"
"chr1",134454950,134455121,172,"*","Promoter (<=1kb)",1,134455531,134466570,11040,1,"240756","ENSMUST00000133721.7",-410,7.02401781530006,0.0214782944073522,0.000360664082825032,"chr1:134454950:134455121","limma_voom"
"chr1",134460997,134461177,181,"*","Intron (ENSMUST00000133721.7/240756, intron 2 of 2)",1,134455555,134490873,35319,1,"240756","ENSMUST00000116528.1",5442,-6.49011231629215,0.0298060916692379,0.00137848726833,"chr1:134460997:134461177","limma_voom"
"chr1",134535619,134535772,154,"*","Distal Intergenic",1,134540955,134546950,5996,2,"71001","ENSMUST00000185836.1",11178,-7.09487761182744,0.0214782944073522,0.000467173603805635,"chr1:134535619:134535772","limma_voom"
"chr1",134820732,134821132,401,"*","Exon (ENSMUST00000194520.1/ENSMUST00000194520.1, exon 1 of 1)",1,134834063,134835820,1758,2,"329251","ENSMUST00000146639.1",14688,-7.01943323434994,0.0214782944073522,0.000562225859668072,"chr1:134820732:134821132","limma_voom"
"chr1",135108759,135108909,151,"*","Promoter (<=1kb)",1,135108500,135109308,809,2,"13924","ENSMUST00000182570.1",399,6.13305556897286,0.0417775462754914,0.00238762014783959,"chr1:135108759:135108909","limma_voom"
"chr1",135313974,135314155,182,"*","Promoter (<=1kb)",1,135295213,135313778,18566,2,"21854","ENSMUST00000081104.9",-196,-6.49011231629215,0.0298060916692379,0.00137848726833,"chr1:135313974:135314155","limma_voom"
