"log2FoldChange","pvalue","padj","peak_key","chr","start","end","source_method"
6.57718524226461,0.000684814215814769,0.0218300128613665,"chr1:38012629:38012793","chr1",38012629,38012793,"limma_voom"
6.03019909876142,0.00264709040000595,0.0442502121179456,"chr1:39614850:39615168","chr1",39614850,39615168,"limma_voom"
-6.93499559413105,0.000672051367099131,0.0216618394849082,"chr1:40250430:40250655","chr1",40250430,40250655,"limma_voom"
-6.92155212780244,0.00297542174230318,0.0480551212319902,"chr1:40340123:40340406","chr1",40340123,40340406,"limma_voom"
-1.15725096088392,0.000287553352459184,0.0214782944073522,"chr1:43827824:43828052","chr1",43827824,43828052,"limma_voom"
-6.56056587575445,0.00108617932576069,0.0262106307643907,"chr1:44102949:44103165","chr1",44102949,44103165,"limma_voom"
7.44585082188446,0.000222018517166398,0.0214782944073522,"chr1:51478159:51478309","chr1",51478159,51478309,"limma_voom"
-6.15793788054599,0.00304431700878068,0.0487049781154656,"chr1:53296616:53296808","chr1",53296616,53296808,"limma_voom"
7.03267977646716,0.00036006753112357,0.0214782944073522,"chr1:55041799:55041962","chr1",55041799,55041962,"limma_voom"
-6.65028080482122,0.00182487007220947,0.035226542735204,"chr1:55129729:55130052","chr1",55129729,55130052,"limma_voom"
5.96993245451431,0.00242321483825578,0.0421585516887887,"chr1:58562588:58562740","chr1",58562588,58562740,"limma_voom"
-6.74402899592039,0.000827268210171349,0.0232899626636352,"chr1:58585848:58586059","chr1",58585848,58586059,"limma_voom"
7.96232564745707,0.000105086426854759,0.0214782944073522,"chr1:58970511:58970663","chr1",58970511,58970663,"limma_voom"
8.02721462266175,9.53603698548655e-05,0.0214782944073522,"chr1:58971180:58971333","chr1",58971180,58971333,"limma_voom"
-7.59807486764974,0.000251039621445059,0.0214782944073522,"chr1:58972982:58973145","chr1",58972982,58973145,"limma_voom"
6.41763431596012,0.000934271671438922,0.0245808287846036,"chr1:61376246:61376481","chr1",61376246,61376481,"limma_voom"
6.40083243055615,0.00138114955855628,0.0298215105543775,"chr1:64534058:64534221","chr1",64534058,64534221,"limma_voom"
6.68737626115042,0.000563699699828344,0.0214782944073522,"chr1:64705362:64705524","chr1",64705362,64705524,"limma_voom"
-7.51344932602206,0.000330681252289698,0.0214782944073522,"chr1:64737510:64737795","chr1",64737510,64737795,"limma_voom"
7.32808465331675,0.000247795116935834,0.0214782944073522,"chr1:65179265:65179420","chr1",65179265,65179420,"limma_voom"
-1.17641496659738,0.00207806933263128,0.0383167384106963,"chr1:66863143:66863485","chr1",66863143,66863485,"limma_voom"
-1.91936458052058,0.00257983016248671,0.043682333491374,"chr1:72255113:72255646","chr1",72255113,72255646,"limma_voom"
-7.50484097885256,0.000281588062590091,0.0214782944073522,"chr1:74304119:74304271","chr1",74304119,74304271,"limma_voom"
6.31221224750244,0.00182803350162879,0.0352469746442092,"chr1:74332700:74333015","chr1",74332700,74333015,"limma_voom"
-7.65370584690773,0.00023089290284659,0.0214782944073522,"chr1:75160027:75160187","chr1",75160027,75160187,"limma_voom"
-7.41708169902965,0.000319919251688752,0.0214782944073522,"chr1:75168252:75168405","chr1",75168252,75168405,"limma_voom"
8.26632349200674,0.000176721668711473,0.0214782944073522,"chr1:75190637:75190886","chr1",75190637,75190886,"limma_voom"
-7.4800933618879,0.000289357621548674,0.0214782944073522,"chr1:75217269:75217435","chr1",75217269,75217435,"limma_voom"
5.86122141763657,0.00301926933431849,0.0484999183940768,"chr1:75467616:75467883","chr1",75467616,75467883,"limma_voom"
-6.39277367543144,0.00189633923648843,0.0360949325016985,"chr1:80633612:80633994","chr1",80633612,80633994,"limma_voom"
6.48475954527493,0.0017057863530361,0.0337552397338323,"chr1:84838045:84838318","chr1",84838045,84838318,"limma_voom"
1.44125829709602,0.00245840063879468,0.0424849056355095,"chr1:86064983:86065346","chr1",86064983,86065346,"limma_voom"
-7.53517646440467,0.000511833123714551,0.0214782944073522,"chr1:86160182:86160475","chr1",86160182,86160475,"limma_voom"
6.41540139752444,0.00100731368980866,0.0254184857198841,"chr1:86416363:86416518","chr1",86416363,86416518,"limma_voom"
-6.73664411543039,0.000880006017891847,0.023999759252175,"chr1:86434673:86434845","chr1",86434673,86434845,"limma_voom"
-6.42802319987399,0.00182638161819964,0.035226542735204,"chr1:86441632:86441816","chr1",86441632,86441816,"limma_voom"
-6.4693768692941,0.00144339635278088,0.0305325552106918,"chr1:86441896:86442052","chr1",86441896,86442052,"limma_voom"
-8.10859133626681,0.000123156485243233,0.0214782944073522,"chr1:86472572:86472909","chr1",86472572,86472909,"limma_voom"
-7.57797889796815,0.000254924704050197,0.0214782944073522,"chr1:86501350:86501510","chr1",86501350,86501510,"limma_voom"
-7.45390794130169,0.000300978446326171,0.0214782944073522,"chr1:86524371:86524528","chr1",86524371,86524528,"limma_voom"
-7.4086727864757,0.000322261011465555,0.0214782944073522,"chr1:86525003:86525188","chr1",86525003,86525188,"limma_voom"
6.5883801369533,0.00156448662797793,0.0320733362531955,"chr1:87541714:87541953","chr1",87541714,87541953,"limma_voom"
-6.32591881071482,0.00245105576417625,0.0424072571321977,"chr1:87607515:87607668","chr1",87607515,87607668,"limma_voom"
7.66316407700256,0.000158531052223616,0.0214782944073522,"chr1:87622809:87622971","chr1",87622809,87622971,"limma_voom"
1.03724303777822,0.000819738470718021,0.0231751442270533,"chr1:87648745:87648909","chr1",87648745,87648909,"limma_voom"
-7.34024909880565,0.000361673327855379,0.0214782944073522,"chr1:87704706:87704864","chr1",87704706,87704864,"limma_voom"
6.37103585839904,0.0013914952067509,0.0299473817393907,"chr1:87756444:87756676","chr1",87756444,87756676,"limma_voom"
6.94981639784262,0.000395886537332857,0.0214782944073522,"chr1:88007862:88008076","chr1",88007862,88008076,"limma_voom"
-6.36860437126296,0.00285700175049781,0.0465980354057749,"chr1:88357494:88357718","chr1",88357494,88357718,"limma_voom"
6.84822882746384,0.000451614429816065,0.0214782944073522,"chr1:90026978:90027272","chr1",90026978,90027272,"limma_voom"
7.30868474927326,0.000257566415259416,0.0214782944073522,"chr1:90249456:90249616","chr1",90249456,90249616,"limma_voom"
8.77496355300214,0.000100863573271119,0.0214782944073522,"chr1:90281277:90281579","chr1",90281277,90281579,"limma_voom"
6.12118447485939,0.00189810448136969,0.0360949325016985,"chr1:90592967:90593125","chr1",90592967,90593125,"limma_voom"
-6.96851231290307,0.000546207764618081,0.0214782944073522,"chr1:91227774:91227944","chr1",91227774,91227944,"limma_voom"
7.07360189394843,0.000364361864792653,0.0214782944073522,"chr1:91250950:91251101","chr1",91250950,91251101,"limma_voom"
7.88551839446641,0.000118614289744656,0.0214782944073522,"chr1:91251367:91251543","chr1",91251367,91251543,"limma_voom"
-6.96962343807761,0.000573940815177508,0.0214782944073522,"chr1:91278878:91279031","chr1",91278878,91279031,"limma_voom"
6.9101201101384,0.000570901318986833,0.0214782944073522,"chr1:91366660:91366895","chr1",91366660,91366895,"limma_voom"
-7.54602428192826,0.000265501915776689,0.0214782944073522,"chr1:91544105:91544261","chr1",91544105,91544261,"limma_voom"
7.96030584994544,0.000112474427834917,0.0214782944073522,"chr1:91545337:91545522","chr1",91545337,91545522,"limma_voom"
-7.08552689840302,0.000523574024127229,0.0214782944073522,"chr1:92910423:92910576","chr1",92910423,92910576,"limma_voom"
6.23011384284751,0.00155589778372769,0.0320218070743485,"chr1:93507146:93507300","chr1",93507146,93507300,"limma_voom"
6.27384566014298,0.00130491191639873,0.028911192990016,"chr1:97659360:97659590","chr1",97659360,97659590,"limma_voom"
-6.28365919967668,0.00310788141634559,0.049376632021497,"chr1:118483594:118483750","chr1",118483594,118483750,"limma_voom"
-6.78974954136804,0.000706838012431228,0.0220731544125235,"chr1:120276191:120276349","chr1",120276191,120276349,"limma_voom"
6.68802986218389,0.000954046552230442,0.024830415748776,"chr1:125389606:125389894","chr1",125389606,125389894,"limma_voom"
6.32315790329868,0.00130649847918914,0.028911192990016,"chr1:125389903:125390054","chr1",125389903,125390054,"limma_voom"
6.95810504562718,0.000477129063420012,0.0214782944073522,"chr1:125390112:125390337","chr1",125390112,125390337,"limma_voom"
6.52899895372629,0.00092283953236272,0.0245059213855052,"chr1:125390371:125390638","chr1",125390371,125390638,"limma_voom"
6.54481621516672,0.000782253193127111,0.0227090125362518,"chr1:127826844:127827186","chr1",127826844,127827186,"limma_voom"
6.56398589713564,0.000706488226865638,0.0220731544125235,"chr1:128356835:128357014","chr1",128356835,128357014,"limma_voom"
-7.68879171849744,0.000363855085318585,0.0214782944073522,"chr1:128560289:128560588","chr1",128560289,128560588,"limma_voom"
-1.21613405324163,0.000174734432154235,0.0214782944073522,"chr1:129956483:129956988","chr1",129956483,129956988,"limma_voom"
-6.68124110527886,0.000838013553110001,0.0233696953491056,"chr1:129957005:129957243","chr1",129957005,129957243,"limma_voom"
-7.28154845257584,0.000369454642647826,0.0214782944073522,"chr1:130732836:130732988","chr1",130732836,130732988,"limma_voom"
-7.22143411257847,0.000400271601685393,0.0214782944073522,"chr1:130740426:130740601","chr1",130740426,130740601,"limma_voom"
-6.60812282443307,0.00117369123134523,0.0271441195622504,"chr1:131096800:131096995","chr1",131096800,131096995,"limma_voom"
7.09441531356065,0.000330695003572801,0.0214782944073522,"chr1:131116060:131116215","chr1",131116060,131116215,"limma_voom"
7.19142811195631,0.000412844399670118,0.0214782944073522,"chr1:131155557:131155763","chr1",131155557,131155763,"limma_voom"
6.59597454128138,0.000840809948951701,0.0234147463452688,"chr1:131612649:131612975","chr1",131612649,131612975,"limma_voom"
6.05396589733456,0.00265372591067883,0.044265725839851,"chr1:132264890:132265070","chr1",132264890,132265070,"limma_voom"
8.43293164434322,6.18316049179983e-05,0.0214782944073522,"chr1:132356936:132357094","chr1",132356936,132357094,"limma_voom"
8.85338638260621,0.000191135324074472,0.0214782944073522,"chr1:132357418:132357630","chr1",132357418,132357630,"limma_voom"
10.016859146362,8.98279847225062e-06,0.0214782944073522,"chr1:132358670:132359175","chr1",132358670,132359175,"limma_voom"
-8.16819143525976,0.000114932761097322,0.0214782944073522,"chr1:132382058:132382221","chr1",132382058,132382221,"limma_voom"
-6.62684795523136,0.000979824754755277,0.0251467903165091,"chr1:133045970:133046189","chr1",133045970,133046189,"limma_voom"
-7.37229224163291,0.000338021866375495,0.0214782944073522,"chr1:133132446:133132611","chr1",133132446,133132611,"limma_voom"
-7.01330440577327,0.000552508001036706,0.0214782944073522,"chr1:134111114:134111265","chr1",134111114,134111265,"limma_voom"
6.66447884363453,0.0011668472292572,0.0270662122692374,"chr1:134151548:134151750","chr1",134151548,134151750,"limma_voom"
5.83568979327357,0.0025534287667689,0.0433783344579172,"chr1:134202043:134202335","chr1",134202043,134202335,"limma_voom"
-7.6386151835699,0.000239676361207735,0.0214782944073522,"chr1:134414917:134415079","chr1",134414917,134415079,"limma_voom"
7.02401781530006,0.000360664082825032,0.0214782944073522,"chr1:134454950:134455121","chr1",134454950,134455121,"limma_voom"
-6.49011231629215,0.00137848726833,0.0298060916692379,"chr1:134460997:134461177","chr1",134460997,134461177,"limma_voom"
-7.09487761182744,0.000467173603805635,0.0214782944073522,"chr1:134535619:134535772","chr1",134535619,134535772,"limma_voom"
-7.01943323434994,0.000562225859668072,0.0214782944073522,"chr1:134820732:134821132","chr1",134820732,134821132,"limma_voom"
6.13305556897286,0.00238762014783959,0.0417775462754914,"chr1:135108759:135108909","chr1",135108759,135108909,"limma_voom"
-6.49011231629215,0.00137848726833,0.0298060916692379,"chr1:135313974:135314155","chr1",135313974,135314155,"limma_voom"
6.08986297485788,0.00234356199228538,0.0413821162539216,"chr1:135882585:135882736","chr1",135882585,135882736,"limma_voom"
-7.32899462630289,0.000348539603131449,0.0214782944073522,"chr1:135924712:135924869","chr1",135924712,135924869,"limma_voom"
-6.95344055090916,0.000566174495780899,0.0214782944073522,"chr1:135942692:135942862","chr1",135942692,135942862,"limma_voom"
-7.19671060672779,0.000447138398860737,0.0214782944073522,"chr1:136013649:136013802","chr1",136013649,136013802,"limma_voom"
-7.95917122046075,0.000281260463884514,0.0214782944073522,"chr1:136014711:136014954","chr1",136014711,136014954,"limma_voom"
-7.09599660221071,0.000489617837730972,0.0214782944073522,"chr1:136017463:136017632","chr1",136017463,136017632,"limma_voom"
-6.5982386271329,0.00100819957366177,0.0254184857198841,"chr1:136343794:136343956","chr1",136343794,136343956,"limma_voom"
6.57550579644528,0.000810665618384005,0.0230170992736686,"chr1:136344792:136344943","chr1",136344792,136344943,"limma_voom"
6.97616388911442,0.000588773998080638,0.0214782944073522,"chr1:136345043:136345363","chr1",136345043,136345363,"limma_voom"
-6.52069258025854,0.00119223216895585,0.0274024521275119,"chr1:136345636:136345785","chr1",136345636,136345785,"limma_voom"
-6.58009017169614,0.0010501161070603,0.0257642376846937,"chr1:136360988:136361157","chr1",136360988,136361157,"limma_voom"
-6.3976603856503,0.00205215326510838,0.0379211657870277,"chr1:136394595:136394759","chr1",136394595,136394759,"limma_voom"
6.7289900229774,0.000583844311809024,0.0214782944073522,"chr1:136466518:136466757","chr1",136466518,136466757,"limma_voom"
-1.03185817897779,0.000905066576411482,0.0243519250309419,"chr1:139455354:139455758","chr1",139455354,139455758,"limma_voom"
-6.5914526876903,0.00208067480598164,0.0383172691901565,"chr1:143701767:143702107","chr1",143701767,143702107,"limma_voom"
7.33928324223068,0.000276896720254392,0.0214782944073522,"chr1:151101385:151101542","chr1",151101385,151101542,"limma_voom"
-6.46800159940837,0.00153782136619528,0.0318060599184262,"chr1:151131718:151131870","chr1",151131718,151131870,"limma_voom"
6.43775541179407,0.00122647466976892,0.0278961352304813,"chr1:151501111:151501315","chr1",151501111,151501315,"limma_voom"
-6.9323566830107,0.00057112894868854,0.0214782944073522,"chr1:151755944:151756099","chr1",151755944,151756099,"limma_voom"
5.96993245451431,0.00242321483825578,0.0421585516887887,"chr1:153423883:153424035","chr1",153423883,153424035,"limma_voom"
5.96189633880652,0.00255682286355827,0.0434016806830061,"chr1:153451357:153451519","chr1",153451357,153451519,"limma_voom"
-6.74572337952221,0.000748966190536326,0.0224089854133214,"chr1:153750517:153750671","chr1",153750517,153750671,"limma_voom"
-6.56428436856768,0.00117102394869618,0.027101237329658,"chr1:153750976:153751165","chr1",153750976,153751165,"limma_voom"
6.72246110775238,0.000562966187260797,0.0214782944073522,"chr1:154433579:154433828","chr1",154433579,154433828,"limma_voom"
-6.87006647898073,0.00064974978030533,0.0215747747258471,"chr1:155039603:155039873","chr1",155039603,155039873,"limma_voom"
6.62915343944007,0.000623921671246114,0.0214782944073522,"chr1:155099853:155100042","chr1",155099853,155100042,"limma_voom"
-6.70500463535202,0.000806344846947085,0.0229658625705145,"chr1:156745015:156745166","chr1",156745015,156745166,"limma_voom"
-6.28331815852875,0.00198537429935004,0.0372307753619918,"chr1:160043977:160044131","chr1",160043977,160044131,"limma_voom"
-6.44046926287536,0.00185816130856916,0.0356660242393093,"chr1:160060618:160060771","chr1",160060618,160060771,"limma_voom"
-6.721458512665,0.000797687638945787,0.0229332304627415,"chr1:160825171:160825546","chr1",160825171,160825546,"limma_voom"
6.85862957625444,0.000449372217979968,0.0214782944073522,"chr1:161032358:161032517","chr1",161032358,161032517,"limma_voom"
-6.63221138701649,0.000946393110859191,0.024702006609938,"chr1:161035714:161035896","chr1",161035714,161035896,"limma_voom"
-7.08343095966011,0.000474784307225642,0.0214782944073522,"chr1:161070019:161070302","chr1",161070019,161070302,"limma_voom"
6.66959372119952,0.000585660237303514,0.0214782944073522,"chr1:161269326:161269478","chr1",161269326,161269478,"limma_voom"
1.85170017431188,0.000679484813043172,0.021788568805524,"chr1:161750653:161751004","chr1",161750653,161751004,"limma_voom"
-2.00695641816151,0.00302813986541033,0.0485617736986818,"chr1:161751348:161751728","chr1",161751348,161751728,"limma_voom"
6.18345668970564,0.00311302642195774,0.0494319676073978,"chr1:161831921:161832287","chr1",161831921,161832287,"limma_voom"
1.21696117857242,0.000194742472584749,0.0214782944073522,"chr1:161894677:161894888","chr1",161894677,161894888,"limma_voom"
6.20445064441147,0.00162753048216952,0.032845609873695,"chr1:161919698:161919864","chr1",161919698,161919864,"limma_voom"
6.69896168069984,0.000847928133455301,0.0235138970453714,"chr1:161969413:161969719","chr1",161969413,161969719,"limma_voom"
-6.54740320497648,0.00145597931085604,0.0307004669789613,"chr1:162548033:162548191","chr1",162548033,162548191,"limma_voom"
6.60092406446031,0.000653316461031417,0.0216497064353938,"chr1:164250600:164250759","chr1",164250600,164250759,"limma_voom"
-6.83847913102942,0.000675077903939402,0.0217057616000148,"chr1:164306892:164307058","chr1",164306892,164307058,"limma_voom"
6.84822882746384,0.000451614429816065,0.0214782944073522,"chr1:164316784:164316951","chr1",164316784,164316951,"limma_voom"
6.26101823531336,0.00156652857490133,0.0320733362531955,"chr1:165391909:165392070","chr1",165391909,165392070,"limma_voom"
7.2254870275104,0.000281390497931686,0.0214782944073522,"chr1:165459289:165459452","chr1",165459289,165459452,"limma_voom"
6.47088475003732,0.00186969143688639,0.0358295282668534,"chr1:165503791:165504019","chr1",165503791,165504019,"limma_voom"
7.3256708749959,0.000263759856228886,0.0214782944073522,"chr1:165770308:165770505","chr1",165770308,165770505,"limma_voom"
1.24888845834722,0.000222324451115422,0.0214782944073522,"chr1:165771612:165771836","chr1",165771612,165771836,"limma_voom"
6.39512086620034,0.0012710797787257,0.0284314087662413,"chr1:167269219:167269513","chr1",167269219,167269513,"limma_voom"
-6.37898429041692,0.00188382858415562,0.0359905272907336,"chr1:167271765:167272005","chr1",167271765,167272005,"limma_voom"
-6.46557481026291,0.00194464123077054,0.0366668333692227,"chr1:167282871:167283042","chr1",167282871,167283042,"limma_voom"
-6.93479393526529,0.000635797096126848,0.0214782944073522,"chr1:168288563:168288755","chr1",168288563,168288755,"limma_voom"
-6.66945309883553,0.00100487092349248,0.0254184857198841,"chr1:168312872:168313023","chr1",168312872,168313023,"limma_voom"
6.63662900270883,0.000630103298573732,0.0214782944073522,"chr1:171346104:171346256","chr1",171346104,171346256,"limma_voom"
-6.46030517150308,0.00177646059992043,0.0347367540647819,"chr1:171358154:171358345","chr1",171358154,171358345,"limma_voom"
-6.7063225708506,0.000809179951895086,0.0229968710361086,"chr1:172149462:172149643","chr1",172149462,172149643,"limma_voom"
6.86382980168556,0.000578796889112633,0.0214782944073522,"chr1:172155553:172155767","chr1",172155553,172155767,"limma_voom"
6.67909397373893,0.000585302752021902,0.0214782944073522,"chr1:173323916:173324068","chr1",173323916,173324068,"limma_voom"
7.25139190410838,0.000272969120932753,0.0214782944073522,"chr1:173355179:173355329","chr1",173355179,173355329,"limma_voom"
-6.23360401744201,0.00276875317394739,0.0456848113858287,"chr1:173365958:173366119","chr1",173365958,173366119,"limma_voom"
-1.1659128259139,0.000149993948769507,0.0214782944073522,"chr1:175692652:175692949","chr1",175692652,175692949,"limma_voom"
-8.96338073220772,4.25644298347523e-05,0.0214782944073522,"chr1:177441799:177441952","chr1",177441799,177441952,"limma_voom"
6.4401236155591,0.00098037097563984,0.0251467903165091,"chr1:178303510:178303668","chr1",178303510,178303668,"limma_voom"
-8.25494792086237,0.000155679083639434,0.0214782944073522,"chr1:178317245:178317539","chr1",178317245,178317539,"limma_voom"
6.83494241485235,0.000463232678864037,0.0214782944073522,"chr1:178317942:178318122","chr1",178317942,178318122,"limma_voom"
-6.82214328152676,0.00235426663665567,0.0414662454279552,"chr1:178712879:178713219","chr1",178712879,178713219,"limma_voom"
-6.47872308305305,0.00145454606923142,0.0306811219276924,"chr1:179960219:179960404","chr1",179960219,179960404,"limma_voom"
-6.61579373718484,0.00125247958551337,0.0281242896130961,"chr1:180196246:180196402","chr1",180196246,180196402,"limma_voom"
-6.76078745498514,0.000729852775646343,0.0222179286866793,"chr1:180254467:180254628","chr1",180254467,180254628,"limma_voom"
1.03259758319813,0.0021240003548957,0.0388147198495424,"chr1:180720244:180720617","chr1",180720244,180720617,"limma_voom"
7.22311323826947,0.000307964272589869,0.0214782944073522,"chr1:180813242:180813393","chr1",180813242,180813393,"limma_voom"
-7.30211136563967,0.000401477487901298,0.0214782944073522,"chr1:180848847:180849000","chr1",180848847,180849000,"limma_voom"
-7.2019598975095,0.000407470371242428,0.0214782944073522,"chr1:180936667:180936818","chr1",180936667,180936818,"limma_voom"
6.2296691646176,0.00172433940817168,0.0340195293586322,"chr1:180991438:180991625","chr1",180991438,180991625,"limma_voom"
5.85021919330869,0.00250573474749498,0.0428147999935465,"chr1:181179569:181179803","chr1",181179569,181179803,"limma_voom"
1.11152022291741,0.00191565135240867,0.036311273737097,"chr1:181230831:181231034","chr1",181230831,181231034,"limma_voom"
8.17846502398182,8.66955200376523e-05,0.0214782944073522,"chr1:181245989:181246179","chr1",181245989,181246179,"limma_voom"
-7.8499573872708,0.000182369901191789,0.0214782944073522,"chr1:181257114:181257267","chr1",181257114,181257267,"limma_voom"
6.67458407444439,0.000576292589197558,0.0214782944073522,"chr1:181284381:181284546","chr1",181284381,181284546,"limma_voom"
6.37220230279238,0.00170245122986647,0.0337552397338323,"chr1:184480634:184480889","chr1",184480634,184480889,"limma_voom"
6.09136020196535,0.00200439277007359,0.0373870477084627,"chr1:185287012:185287449","chr1",185287012,185287449,"limma_voom"
7.55996794121679,0.000182091944514822,0.0214782944073522,"chr1:185454784:185454936","chr1",185454784,185454936,"limma_voom"
6.74770255176837,0.00210108921785963,0.0385618913748671,"chr1:185511111:185511576","chr1",185511111,185511576,"limma_voom"
1.09982682280271,0.00196399388155884,0.0369136660880192,"chr1:188980173:188980539","chr1",188980173,188980539,"limma_voom"
6.91935378606042,0.000431734077237576,0.0214782944073522,"chr1:189701098:189701258","chr1",189701098,189701258,"limma_voom"
-6.68183472461698,0.000932861719536247,0.0245808287846036,"chr1:189778526:189778680","chr1",189778526,189778680,"limma_voom"
6.84842703260139,0.000451650340130568,0.0214782944073522,"chr1:189860230:189860384","chr1",189860230,189860384,"limma_voom"
-7.44871124530947,0.000468847157598325,0.0214782944073522,"chr1:190929090:190929309","chr1",190929090,190929309,"limma_voom"
-7.12684125883114,0.000450529872190939,0.0214782944073522,"chr1:191026447:191026654","chr1",191026447,191026654,"limma_voom"
1.98660427210225,0.000330229351825272,0.0214782944073522,"chr1:191062359:191062840","chr1",191062359,191062840,"limma_voom"
6.74006664395256,0.000523668158762698,0.0214782944073522,"chr1:191391452:191391604","chr1",191391452,191391604,"limma_voom"
7.82584483373059,0.000125960171393026,0.0214782944073522,"chr1:191575841:191575995","chr1",191575841,191575995,"limma_voom"
7.84491261788753,0.000125778497929479,0.0214782944073522,"chr1:191853552:191853709","chr1",191853552,191853709,"limma_voom"
-7.3338493488636,0.000486870394968232,0.0214782944073522,"chr1:191855248:191855493","chr1",191855248,191855493,"limma_voom"
-7.07571097399127,0.000787092390394721,0.0227526518833724,"chr1:191856243:191856577","chr1",191856243,191856577,"limma_voom"
7.61582142729793,0.000168792924483457,0.0214782944073522,"chr1:191875115:191875287","chr1",191875115,191875287,"limma_voom"
7.35296022700184,0.000239748481303618,0.0214782944073522,"chr1:191875825:191875984","chr1",191875825,191875984,"limma_voom"
7.13145875392194,0.000320172208052946,0.0214782944073522,"chr1:191905972:191906122","chr1",191905972,191906122,"limma_voom"
6.75272945490705,0.00165394482436749,0.0331726491842038,"chr1:192450467:192450827","chr1",192450467,192450827,"limma_voom"
5.95420863444847,0.00270105804909361,0.044888588792073,"chr1:192501903:192502063","chr1",192501903,192502063,"limma_voom"
-6.22102264727872,0.00216541426337039,0.0393058701947089,"chr1:193576052:193576271","chr1",193576052,193576271,"limma_voom"
6.7143347081344,0.000547494835570895,0.0214782944073522,"chr1:193667486:193667641","chr1",193667486,193667641,"limma_voom"
-7.66303499801372,0.000304396199333042,0.0214782944073522,"chr1:193669235:193669454","chr1",193669235,193669454,"limma_voom"
-7.00440555536813,0.000521816989052213,0.0214782944073522,"chr1:193670804:193670981","chr1",193670804,193670981,"limma_voom"
6.31010299735697,0.00314294119768449,0.0498006316627242,"chr1:193702662:193702911","chr1",193702662,193702911,"limma_voom"
-6.44249331091774,0.00224753570911186,0.0402802550723413,"chr1:194673077:194673555","chr1",194673077,194673555,"limma_voom"
-6.80443051841761,0.000705627928718386,0.0220731544125235,"chr1:194884906:194885278","chr1",194884906,194885278,"limma_voom"
6.594218820832,0.000668040350920781,0.0216570744003162,"chr1:195018211:195018378","chr1",195018211,195018378,"limma_voom"
-6.59761450698915,0.000987892832731884,0.0252743352126411,"chr1:195132164:195132322","chr1",195132164,195132322,"limma_voom"
-8.99788289574145,4.02464484625028e-05,0.0214782944073522,"chr10:5823883:5824049","chr10",5823883,5824049,"limma_voom"
-6.5837546412046,0.00101650902570657,0.0254438259025306,"chr10:7681129:7681280","chr10",7681129,7681280,"limma_voom"
6.53632118265822,0.000842803262260867,0.0234373382183559,"chr10:7792536:7792736","chr10",7792536,7792736,"limma_voom"
7.15185862032638,0.000636563918339413,0.0214782944073522,"chr10:11283817:11284025","chr10",11283817,11284025,"limma_voom"
