"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","peak_key","chr","start","end","source_method"
20.2383712795151,7.73886094735859,2.36330092262346,3.27459820003278,0.00105812355620511,0.0183147631547779,"chr1:23919175:23919342","chr1",23919175,23919342,"deseq2"
17.1393056123321,7.49854487563952,2.54360202928187,2.94800239554636,0.00319834586279873,0.043638546900167,"chr1:23920639:23920791","chr1",23920639,23920791,"deseq2"
38.7516545617637,-8.75283437906883,1.73020076933757,-5.05885474922079,4.21781984202383e-07,2.95155976176433e-05,"chr1:23921997:23922294","chr1",23921997,23922294,"deseq2"
19.2424807749172,7.66611094810196,2.42005258069534,3.16774561398138,0.00153625880471796,0.0244107527408476,"chr1:23922537:23922746","chr1",23922537,23922746,"deseq2"
21.7055621329845,-7.91715284438325,2.28603341319662,-3.46327083352315,0.00053365095660744,0.0106012723221216,"chr1:33574284:33574543","chr1",33574284,33574543,"deseq2"
19.930526055192,-7.79378594074517,2.37607833711261,-3.28010479242706,0.00103768535392924,0.0180380334217182,"chr1:36131113:36131294","chr1",36131113,36131294,"deseq2"
20.7408698500673,-7.85150934848188,2.33390000210783,-3.36411557538493,0.000767893788539973,0.0141382085072983,"chr1:36131685:36131874","chr1",36131685,36131874,"deseq2"
17.650872137242,7.54174379398836,2.5233349739214,2.98880008874449,0.00280075315625265,0.0394654654670898,"chr1:36444703:36444856","chr1",36444703,36444856,"deseq2"
37.9688546007208,8.64608688578165,1.74342261495045,4.95926048660747,7.07620316150694e-07,4.50876198167416e-05,"chr1:36916273:36916426","chr1",36916273,36916426,"deseq2"
19.988413854535,-7.79845828250871,2.38316470499855,-3.27231192462355,0.00106671817301018,0.01842375468568,"chr1:37540964:37541205","chr1",37540964,37541205,"deseq2"
33.6002097264151,-8.5476495552463,1.85018175646275,-4.61989722111844,3.8393018224411e-06,0.000182923143564714,"chr1:37872298:37872479","chr1",37872298,37872479,"deseq2"
41.9351419419217,-8.86717679130369,1.67536271957809,-5.29269076342866,1.2052963495099e-07,1.08060094376567e-05,"chr1:37998509:37998679","chr1",37998509,37998679,"deseq2"
24.6130248210201,8.02064834694082,2.1521461686438,3.72681394219387,0.000193915495570635,0.00466909154248353,"chr1:38012629:38012793","chr1",38012629,38012793,"deseq2"
236.870082177596,-1.07603560509779,0.320874139811045,-3.35345068858289,0.00079810633624232,0.0145858093782966,"chr1:38129607:38130031","chr1",38129607,38130031,"deseq2"
17.1393056123321,7.49854487563952,2.54360202928187,2.94800239554636,0.00319834586279873,0.043638546900167,"chr1:39614850:39615168","chr1",39614850,39615168,"deseq2"
29.4134571739838,-8.35619034199982,2.00755364173753,-4.1623746276426,3.14955073273914e-05,0.00102809579707114,"chr1:40250430:40250655","chr1",40250430,40250655,"deseq2"
20.2681526982932,-7.81695371989338,2.44484222400709,-3.19732440937698,0.00138708831974885,0.0226011752602293,"chr1:40325723:40325929","chr1",40325723,40325929,"deseq2"
32.8188525291746,-8.51513054361105,2.20826129716422,-3.85603395510572,0.000115241487530773,0.00302431178944855,"chr1:40340123:40340406","chr1",40340123,40340406,"deseq2"
51.8957213884472,-1.59749890683257,0.552270588533854,-2.89260181512389,0.00382065327058693,0.0498376769381901,"chr1:40351959:40352528","chr1",40351959,40352528,"deseq2"
18.1747764220776,-7.65987685048273,2.53224518489371,-3.02493490605818,0.0024868664416349,0.0358296617788253,"chr1:43559568:43559809","chr1",43559568,43559809,"deseq2"
361.989978794659,-1.15279724205746,0.196677311035028,-5.86136365191686,4.59081350256707e-09,9.74337563917552e-07,"chr1:43827824:43828052","chr1",43827824,43828052,"deseq2"
24.4163323613684,-8.08602624978229,2.18599772561764,-3.69900945230748,0.000216442541051407,0.00508707027084884,"chr1:44102949:44103165","chr1",44102949,44103165,"deseq2"
44.1624455108832,8.86495810764869,1.64921933542607,5.37524507336587,7.64785869343419e-08,7.73600125896511e-06,"chr1:51478159:51478309","chr1",51478159,51478309,"deseq2"
18.6764232408687,-7.69970958411409,2.45530713199958,-3.13594559465297,0.00171300978640002,0.0266328759145543,"chr1:53296616:53296808","chr1",53296616,53296808,"deseq2"
33.9762117339219,8.48549542651315,1.84054905551045,4.61030658276034,4.02075573017927e-06,0.000189403880703723,"chr1:55041799:55041962","chr1",55041799,55041962,"deseq2"
21.5994582219464,-7.91089360530011,2.35763417385837,-3.35543728243198,0.000792396216895258,0.0145024161803361,"chr1:55129729:55130052","chr1",55129729,55130052,"deseq2"
17.3933907595282,-7.59762408706968,2.52972951982428,-3.00333455712586,0.00267038695925355,0.0379861405987896,"chr1:58393366:58393521","chr1",58393366,58393521,"deseq2"
18.0283423877444,7.57106179736594,2.4990295016323,3.02960080800195,0.00244877166595356,0.0354327215266399,"chr1:58562588:58562740","chr1",58562588,58562740,"deseq2"
25.4871570206327,-8.14913682472207,2.1282172309571,-3.82909070849748,0.000128617597531233,0.00330986158726209,"chr1:58585848:58586059","chr1",58585848,58586059,"deseq2"
63.6891640797281,9.39280755061436,1.52506603217292,6.15895138470263,7.32282002754784e-10,2.77530123966123e-07,"chr1:58970511:58970663","chr1",58970511,58970663,"deseq2"
67.2680133023954,9.47099172618299,1.51510689072107,6.25103864564666,4.07731961388589e-10,1.91913515535847e-07,"chr1:58971180:58971333","chr1",58971180,58971333,"deseq2"
47.6075200407394,-9.04946833786605,1.61309281835639,-5.61001092738527,2.023138400398e-08,2.78491680988749e-06,"chr1:58972982:58973145","chr1",58972982,58973145,"deseq2"
16.43834169895,-7.51576148019083,2.59204984687423,-2.89954357523415,0.00373706396475134,0.04900331123404,"chr1:59740078:59740228","chr1",59740078,59740228,"deseq2"
23.2078810964943,7.93535078451755,2.22703460930747,3.56319149749772,0.000366373207925996,0.00775321692552602,"chr1:61376246:61376481","chr1",61376246,61376481,"deseq2"
17.3933907595282,-7.59762408706968,2.52972951982428,-3.00333455712586,0.00267038695925355,0.0379861405987896,"chr1:63113430:63113595","chr1",63113430,63113595,"deseq2"
20.0428255179584,7.72505298013525,2.38063948826578,3.24494868635599,0.00117471789870954,0.0198674036969524,"chr1:64534058:64534221","chr1",64534058,64534221,"deseq2"
26.6048058302159,8.13284693553127,2.07471167807472,3.91998899002601,8.85530140510895e-05,0.00242192908392307,"chr1:64705362:64705524","chr1",64705362,64705524,"deseq2"
43.9031278624212,-8.93452555700942,1.6754588188399,-5.33258439810281,9.68247425699727e-08,9.25386127950006e-06,"chr1:64737510:64737795","chr1",64737510,64737795,"deseq2"
41.5522442475919,8.77592350503487,1.68212074586424,5.21717809295907,1.8166956928678e-07,1.49973754051243e-05,"chr1:65179265:65179420","chr1",65179265,65179420,"deseq2"
148.305095153037,-1.19210045245143,0.261378346184001,-4.5608233040553,5.09534445966857e-06,0.000229407679387776,"chr1:66863143:66863485","chr1",66863143,66863485,"deseq2"
73.6770786981263,-1.56288639659061,0.494882148700015,-3.15809814659123,0.00158802083468317,0.0250093998964607,"chr1:72255113:72255646","chr1",72255113,72255646,"deseq2"
43.9417007517773,-8.93465223823625,1.64856130169201,-5.41966636549464,5.97103621710899e-08,6.38277525295909e-06,"chr1:74304119:74304271","chr1",74304119,74304271,"deseq2"
28.0486969208727,8.20738545687678,2.21219275635893,3.71006795555438,0.000207203621846897,0.00492716807315174,"chr1:74332700:74333015","chr1",74332700,74333015,"deseq2"
49.1606766088079,-9.09607039301203,1.59711263404448,-5.69532179454208,1.2313944468906e-08,1.91772981029009e-06,"chr1:75160027:75160187","chr1",75160027,75160187,"deseq2"
41.1826859463894,-8.84133689239352,1.68912690341278,-5.23426444427007,1.65643162468681e-07,1.38705354052863e-05,"chr1:75168252:75168405","chr1",75168252,75168405,"deseq2"
89.4869682909973,9.87956399488856,1.54180431197876,6.40779372461936,1.47640469294326e-10,1.05085804760529e-07,"chr1:75190637:75190886","chr1",75190637,75190886,"deseq2"
43.2760622226051,-8.91250698660636,1.65666259576472,-5.37979610899123,7.45702459675129e-08,7.55606320467689e-06,"chr1:75217269:75217435","chr1",75217269,75217435,"deseq2"
17.4280838304635,7.52206694470353,2.54408466963629,2.95668891624543,0.00310961673424245,0.0426840970588101,"chr1:75467616:75467883","chr1",75467616,75467883,"deseq2"
20.0752313208951,-7.80434351888911,2.36818211607962,-3.29549972778645,0.000982467986733235,0.0172249156039908,"chr1:80633612:80633994","chr1",80633612,80633994,"deseq2"
19.4561882332884,7.68275936324237,2.45261447188872,3.13247738333942,0.00173337781628415,0.0268993874627557,"chr1:84838045:84838318","chr1",84838045,84838318,"deseq2"
70.1828637249568,1.55327538403981,0.416326678487285,3.73090523452305,0.000190792986385472,0.00460150109520168,"chr1:86064983:86065346","chr1",86064983,86065346,"deseq2"
45.8614705605817,-8.99823467486739,1.72817099667563,-5.20679648725545,1.92128607474749e-07,1.56178080435428e-05,"chr1:86160182:86160475","chr1",86160182,86160475,"deseq2"
21.8254394929866,7.84737932666437,2.27703212757947,3.44631910618068,0.000568278882110277,0.0111637822128463,"chr1:86416363:86416518","chr1",86416363,86416518,"deseq2"
27.8506289182675,-8.27560810878663,2.07848595623543,-3.98155594169877,6.84656022535872e-05,0.00197041167432476,"chr1:86434673:86434845","chr1",86434673,86434845,"deseq2"
20.2199365865981,-7.81482472859478,2.3619371310362,-3.30865060966561,0.00093746747322921,0.0166105917046214,"chr1:86441632:86441816","chr1",86441632,86441816,"deseq2"
21.4161516015785,-7.89755619427893,2.29785023682699,-3.43693251531674,0.000588342172476419,0.0114713840228453,"chr1:86441896:86442052","chr1",86441896,86442052,"deseq2"
67.6055771176135,-9.55550411171499,1.51521355867668,-6.30637447572761,2.85647437283713e-10,1.53337369737142e-07,"chr1:86472572:86472909","chr1",86472572,86472909,"deseq2"
46.40166180342,-9.01302808027548,1.6208597195099,-5.56064659500624,2.68776975501827e-08,3.50160003909914e-06,"chr1:86501350:86501510","chr1",86501350,86501510,"deseq2"
42.3789009613698,-8.88244389490317,1.66938361601265,-5.32079254265057,1.03316166040734e-07,9.63069863004385e-06,"chr1:86524371:86524528","chr1",86524371,86524528,"deseq2"
40.9608064366654,-8.8335035967102,1.692146966661,-5.22029337330007,1.78639917675001e-07,1.47681569335714e-05,"chr1:86525003:86525188","chr1",86525003,86525188,"deseq2"
214.673742508811,-1.3179894184886,0.297970214786349,-4.42322538658311,9.72382064776295e-06,0.000385550809855085,"chr1:86916270:86917106","chr1",86916270,86917106,"deseq2"
66.604624441751,1.52495845950159,0.452117250789445,3.37292694945581,0.000743736816258717,0.013793517407353,"chr1:87246271:87246642","chr1",87246271,87246642,"deseq2"
20.7590186528322,7.77652706362753,2.41270955130559,3.22315094223397,0.00126788722630943,0.0210629627934341,"chr1:87541714:87541953","chr1",87541714,87541953,"deseq2"
19.0333647939567,-7.7274825732104,2.42691555048029,-3.18407559409354,0.00145217083660916,0.0234003177467404,"chr1:87607515:87607668","chr1",87607515,87607668,"deseq2"
51.8271700569242,9.09529776224085,1.57694397966141,5.76767334765672,8.03733970555574e-09,1.43018088998403e-06,"chr1:87622809:87622971","chr1",87622809,87622971,"deseq2"
144.527487162347,1.04677960116447,0.239229186069428,4.37563500659437,1.2107947292325e-05,0.000462487135940151,"chr1:87648745:87648909","chr1",87648745,87648909,"deseq2"
38.9446044044707,-8.76091864075469,1.73195643360086,-5.05839435149076,4.22801383692957e-07,2.9517706649808e-05,"chr1:87704706:87704864","chr1",87704706,87704864,"deseq2"
19.9405122129764,7.7175324073206,2.38128367667466,3.24091265686486,0.00119147684335764,0.0200868128141447,"chr1:87756444:87756676","chr1",87756444,87756676,"deseq2"
31.8866578439477,8.39409975892639,1.89825001992301,4.42202010842957,9.77823536846803e-06,0.000387445150903351,"chr1:88007862:88008076","chr1",88007862,88008076,"deseq2"
18.5027883081486,-7.68700570037173,2.4670342567399,-3.11588932312996,0.00183391088580856,0.0281082481224308,"chr1:88357494:88357718","chr1",88357494,88357718,"deseq2"
203.08277175392,-1.31764486095886,0.274458039599609,-4.80089729884064,1.57956265400372e-06,8.73849993373715e-05,"chr1:88491554:88492238","chr1",88491554,88492238,"deseq2"
135.655555166978,-1.865745990704,0.569078014118347,-3.27854168394563,0.00104344952250493,0.0180983451355127,"chr1:89454453:89454898","chr1",89454453,89454898,"deseq2"
29.7925635297699,8.29604637243495,1.96564843745147,4.22051380825304,2.43746125601385e-05,0.000829035117757856,"chr1:90026978:90027272","chr1",90026978,90027272,"deseq2"
41.3476176376279,8.76850275981431,1.68873392334594,5.19235306319955,2.076527408581e-07,1.66707733427552e-05,"chr1:90249456:90249616","chr1",90249456,90249616,"deseq2"
116.830361856305,10.2711876963141,1.51100840216017,6.7975715301319,1.0639732689283e-11,1.63417894318422e-08,"chr1:90281277:90281579","chr1",90281277,90281579,"deseq2"
18.7309142500073,7.62650246279726,2.44706029870957,3.11659768532022,0.00182951056446135,0.0280555396991032,"chr1:90592967:90593125","chr1",90592967,90593125,"deseq2"
30.5710708342993,-8.41080428810732,1.94058657228668,-4.33415566624091,1.46320614351472e-05,0.000539141581857553,"chr1:91227774:91227944","chr1",91227774,91227944,"deseq2"
33.9989138549401,8.48759925362344,1.84538174576361,4.59937315035666,4.23764133065852e-06,0.000197232804038185,"chr1:91250950:91251101","chr1",91250950,91251101,"deseq2"
60.105774432857,9.30957972670405,1.5381562212684,6.05242796406413,1.4267880774855e-09,4.38286769170742e-07,"chr1:91251367:91251543","chr1",91251367,91251543,"deseq2"
31.2559958081495,-8.44236458036432,1.93285899834611,-4.36781192398834,1.25497489461098e-05,0.000474743619842162,"chr1:91278878:91279031","chr1",91278878,91279031,"deseq2"
34.1445149502567,8.49137040849902,1.90354544676411,4.4608183234783,8.16472848295773e-06,0.000335824085911084,"chr1:91366660:91366895","chr1",91366660,91366895,"deseq2"
45.4369695205027,-8.98264902359478,1.63103704476905,-5.50732373148932,3.64329908684722e-08,4.33077701026146e-06,"chr1:91544105:91544261","chr1",91544105,91544261,"deseq2"
66.444966438336,9.45154802412998,1.52802034460318,6.18548572177845,6.19115390828128e-10,2.47497738258107e-07,"chr1:91545337:91545522","chr1",91545337,91545522,"deseq2"
32.6162309988198,-8.50520918133236,1.89447029872921,-4.48949196355179,7.13932406687051e-06,0.000302113161679585,"chr1:92910423:92910576","chr1",92910423,92910576,"deseq2"
19.5312589930485,7.68704137483661,2.3981413268397,3.20541633172499,0.00134867249959418,0.0220429208733728,"chr1:93507146:93507300","chr1",93507146,93507300,"deseq2"
150.081919549162,1.29401230518141,0.30727608966344,4.21123656773537,2.5397660575716e-05,0.000856345730503561,"chr1:93824727:93825043","chr1",93824727,93825043,"deseq2"
20.7226952592031,7.77223659393047,2.33772936608034,3.32469476865158,0.000885153831353282,0.015871583215648,"chr1:97659360:97659590","chr1",97659360,97659590,"deseq2"
91.1690972689653,-1.41265151784674,0.441805075414708,-3.1974542540525,0.00138646400565582,0.0226011752602293,"chr1:97661609:97661963","chr1",97661609,97661963,"deseq2"
19.1394687049949,-7.73457124218315,2.46467691889392,-3.13816840774985,0.00170007169235435,0.0264881698676619,"chr1:97743195:97743450","chr1",97743195,97743450,"deseq2"
18.2133777767425,-7.66401497376457,2.47666509425114,-3.09448984101822,0.00197151686356968,0.0297255442372111,"chr1:118483594:118483750","chr1",118483594,118483750,"deseq2"
26.615841013931,-8.21129993208665,2.07389374025417,-3.95936386358941,7.51496672710887e-05,0.00212299628764622,"chr1:120276191:120276349","chr1",120276191,120276349,"deseq2"
25.3473796527085,8.06467428480197,2.19940005123435,3.66676097887508,0.000245642204820717,0.00562893886311784,"chr1:125389606:125389894","chr1",125389606,125389894,"deseq2"
20.3316037360898,7.74514833421218,2.35358717931956,3.29078455315658,0.000999083992274001,0.0174742394992724,"chr1:125389903:125390054","chr1",125389903,125390054,"deseq2"
31.3181822560923,8.36951856045664,1.94482082792363,4.3034908102009,1.68127824974213e-05,0.000609489472336644,"chr1:125390112:125390337","chr1",125390112,125390337,"deseq2"
26.8754223515327,8.14626077977672,2.13663424939148,3.81266039430791,0.000137478954849193,0.00348181762837752,"chr1:125390371:125390638","chr1",125390371,125390638,"deseq2"
23.4261289790691,7.94979657990759,2.20464619115327,3.60592852123314,0.000311038751347157,0.00678645858780442,"chr1:127826844:127827186","chr1",127826844,127827186,"deseq2"
24.3151657544814,8.00313798473676,2.16411951904937,3.69810350781932,0.000217216317011652,0.00510174259250908,"chr1:128356835:128357014","chr1",128356835,128357014,"deseq2"
50.183285156377,-9.12819921577128,1.65827084817582,-5.504649150537,3.6990418447905e-08,4.37920035032855e-06,"chr1:128560289:128560588","chr1",128560289,128560588,"deseq2"
217.415224944543,-1.21430116640718,0.207062627203327,-5.8644149492742,4.5071904844362e-09,9.63597701919848e-07,"chr1:129956483:129956988","chr1",129956483,129956988,"deseq2"
25.2942071779257,-8.13736350194402,2.1289263047262,-3.82228519788549,0.000132220640476715,0.00337874679571957,"chr1:129957005:129957243","chr1",129957005,129957243,"deseq2"
37.7773190565074,-8.71633361516595,1.74758687528789,-4.98763966382505,6.11214320813067e-07,3.99927397245007e-05,"chr1:130732836:130732988","chr1",130732836,130732988,"deseq2"
36.0601707780579,-8.64942334392054,1.78543343651497,-4.84443898440904,1.2696992827155e-06,7.30825084356911e-05,"chr1:130740426:130740601","chr1",130740426,130740601,"deseq2"
22.7377854375838,-7.9844192188823,2.24535231077167,-3.55597612925976,0.000376578271326845,0.00792606952974804,"chr1:131096800:131096995","chr1",131096800,131096995,"deseq2"
35.0789559677054,8.5319004947421,1.8085218536966,4.71760984104392,2.38631569057849e-06,0.000123036497597715,"chr1:131116060:131116215","chr1",131116060,131116215,"deseq2"
36.9115146089737,8.60715320300507,1.81715686587315,4.73660439814001,2.17328810291882e-06,0.00011401161992339,"chr1:131155557:131155763","chr1",131155557,131155763,"deseq2"
27.8713128561306,8.19873745009977,2.10051193061076,3.90320917992398,9.4925593806141e-05,0.00256141113383977,"chr1:131612649:131612975","chr1",131612649,131612975,"deseq2"
17.0415327315538,7.49040350385105,2.54926572823039,2.93825920966294,0.00330060937436779,0.0446753400127495,"chr1:132264890:132265070","chr1",132264890,132265070,"deseq2"
363.984163949737,1.42929778002736,0.307767235769734,4.64408687446097,3.41583816862433e-06,0.000166276392586955,"chr1:132355865:132356341","chr1",132355865,132356341,"deseq2"
88.5068155107121,9.86769102437467,1.48253863830666,6.65594188873582,2.81491465286711e-11,3.15947103297286e-08,"chr1:132356936:132357094","chr1",132356936,132357094,"deseq2"
127.587802714424,10.3917388273379,1.53423859722774,6.77322213514576,1.25945345148313e-11,1.75019049275745e-08,"chr1:132357418:132357630","chr1",132357418,132357630,"deseq2"
266.591407796494,11.4578075037591,1.45826884794401,7.85712971919635,3.93035761640742e-15,4.58790644563238e-11,"chr1:132358670:132359175","chr1",132358670,132359175,"deseq2"
436.150527326005,1.92986030709625,0.390177992750089,4.94610240186545,7.57141402751533e-07,4.7567877256828e-05,"chr1:132374187:132374521","chr1",132374187,132374521,"deseq2"
70.9626994304915,-9.62497605052659,1.50959135644662,-6.37588179703316,1.81913194289919e-10,1.16674325106935e-07,"chr1:132382058:132382221","chr1",132382058,132382221,"deseq2"
25.5353731323278,-8.15060024814434,2.14600228728057,-3.79803893800731,0.000145845416254337,0.00365804371279948,"chr1:133045970:133046189","chr1",133045970,133046189,"deseq2"
39.918939909727,-8.79635071628213,1.70981925208186,-5.14460853424814,2.68079231211679e-07,2.05064801175225e-05,"chr1:133132446:133132611","chr1",133132446,133132611,"deseq2"
98.5326263765583,-1.1054130414954,0.339023762054934,-3.26057688344654,0.00111185819350308,0.0190762412700454,"chr1:133267699:133268330","chr1",133267699,133268330,"deseq2"
32.3750365791089,-8.49301745507545,1.90278116705045,-4.46347567557687,8.06407567780529e-06,0.000333234127342644,"chr1:134111114:134111265","chr1",134111114,134111265,"deseq2"
24.0536300815719,7.98916805742853,2.2690396928534,3.52094680520192,0.00043000887074382,0.00885897202293082,"chr1:134151548:134151750","chr1",134151548,134151750,"deseq2"
20.7977660189632,7.77634260777087,2.42527803509685,3.20637159749824,0.00134420280294631,0.0219945042315563,"chr1:134202043:134202335","chr1",134202043,134202335,"deseq2"
48.0995236371915,-9.0653238256177,1.60655220032835,-5.64271974714852,1.67384689775985e-08,2.46080791404921e-06,"chr1:134414917:134415079","chr1",134414917,134415079,"deseq2"
33.4828069058266,8.46463972440535,1.85108946539036,4.57278801628334,4.81276993008031e-06,0.000219131576768399,"chr1:134454950:134455121","chr1",134454950,134455121,"deseq2"
21.6380311113025,-7.91246129795873,2.28681501061686,-3.46003557840228,0.000540104020529092,0.0107112372267008,"chr1:134460997:134461177","chr1",134460997,134461177,"deseq2"
33.3976166613691,-8.5383519692367,1.85560439489715,-4.60138593803555,4.19688964112356e-06,0.000195648134108767,"chr1:134535619:134535772","chr1",134535619,134535772,"deseq2"
32.751264576875,-8.50957938824364,1.89796049984803,-4.48353871902235,7.34152741583694e-06,0.000308931685382353,"chr1:134820732:134821132","chr1",134820732,134821132,"deseq2"
17.343932222296,7.51598223802601,2.53029991325767,2.97039184906324,0.00297420108950325,0.0412674860767908,"chr1:135108759:135108909","chr1",135108759,135108909,"deseq2"
168.123391261224,-1.24042174130094,0.256957345829165,-4.82734493267075,1.38365350107398e-06,7.87872552099345e-05,"chr1:135313250:135313665","chr1",135313250,135313665,"deseq2"
21.6380311113025,-7.91246129795873,2.28681501061686,-3.46003557840228,0.000540104020529092,0.0107112372267008,"chr1:135313974:135314155","chr1",135313974,135314155,"deseq2"
17.5394779838527,7.53193463652965,2.51696283232162,2.9924695509239,0.00276730270835404,0.039079027963485,"chr1:135882585:135882736","chr1",135882585,135882736,"deseq2"
39.1182393371908,-8.76657694712214,1.72187046025564,-5.09131037988803,3.55597377539888e-07,2.57499267247092e-05,"chr1:135924712:135924869","chr1",135924712,135924869,"deseq2"
29.808971616428,-8.3748803378232,1.96559510331874,-4.26073524688932,2.03755487213867e-05,0.00071381686742121,"chr1:135942692:135942862","chr1",135942692,135942862,"deseq2"
104.155206066794,-1.02496256093888,0.305301715814862,-3.35721192461437,0.000787327403902653,0.0144232152946574,"chr1:136007666:136007893","chr1",136007666,136007893,"deseq2"
35.2208973161656,-8.61603217357447,1.81957613270248,-4.73518640892356,2.18853854036011e-06,0.000114354567509506,"chr1:136013649:136013802","chr1",136013649,136013802,"deseq2"
60.129261739295,-9.38936889472453,1.60447538848358,-5.85198686257108,4.85735004678558e-09,1.00893478930614e-06,"chr1:136014711:136014954","chr1",136014711,136014954,"deseq2"
34.0825416352194,-8.56721916153308,1.84972411009532,-4.63161998850283,3.62815630660519e-06,0.000175284908007965,"chr1:136017463:136017632","chr1",136017463,136017632,"deseq2"
23.4998846554551,-8.03146854372919,2.19968577629277,-3.65118901539882,0.000261029037998671,0.00592339028102349,"chr1:136343794:136343956","chr1",136343794,136343956,"deseq2"
23.5329827082547,7.95671209686124,2.21037468826946,3.59971191268512,0.000318569925565182,0.00693005356154001,"chr1:136344792:136344943","chr1",136344792,136344943,"deseq2"
32.0298349667625,8.40242781303542,1.96455686877551,4.27700920578215,1.89420972529195e-05,0.000672070216514679,"chr1:136345043:136345363","chr1",136345043,136345363,"deseq2"
22.6123666165589,-7.97578893867247,2.2419333665503,-3.55754950511529,0.000374330570595449,0.00788901150469312,"chr1:136345636:136345785","chr1",136345636,136345785,"deseq2"
23.278005145731,-8.0177481225534,2.20985945647321,-3.62817105814919,0.00028543612527963,0.00635372976809521,"chr1:136360988:136361157","chr1",136360988,136361157,"deseq2"
19.6990033231289,-7.77718273944465,2.39078824708028,-3.25297848897427,0.00114202142127132,0.0194951975000001,"chr1:136394595:136394759","chr1",136394595,136394759,"deseq2"
20.2681526982932,-7.81695371989338,2.44484222400709,-3.19732440937698,0.00138708831974885,0.0226011752602293,"chr1:136465852:136466126","chr1",136465852,136466126,"deseq2"
26.6229675270305,8.13470432295553,2.08381594174627,3.90375376250291,9.47121443862987e-05,0.00255801680106725,"chr1:136466518:136466757","chr1",136466518,136466757,"deseq2"
18.1458467550605,-7.65843924870197,2.47966187700131,-3.08850142825256,0.00201168726652639,0.0301908272848579,"chr1:138963924:138964094","chr1",138963924,138964094,"deseq2"
164.361136762756,-1.02142077937656,0.231882580964555,-4.4049051685029,1.05830164210344e-05,0.00041371584287587,"chr1:139455354:139455758","chr1",139455354,139455758,"deseq2"
20.4900606733261,-7.83470880592653,2.39924407825258,-3.26549052551282,0.00109274661061633,0.0188080672157541,"chr1:143701767:143702107","chr1",143701767,143702107,"deseq2"
40.7836824739761,8.75059134587519,1.70813090756873,5.12290440217509,3.00864908139979e-07,2.2397934137232e-05,"chr1:151101385:151101542","chr1",151101385,151101542,"deseq2"
18.3098384654416,-7.67094678869046,2.48612783745856,-3.08549973702562,0.00203210403816167,0.0304659008957888,"chr1:151129031:151129241","chr1",151129031,151129241,"deseq2"
21.0399236038124,-7.87211491378089,2.31766995537009,-3.39656425003095,0.000682375356596905,0.0129265945108012,"chr1:151131718:151131870","chr1",151131718,151131870,"deseq2"
20.7408569560177,7.77445379477338,2.34370750976499,3.31716042312504,0.000909373851460263,0.0161668001341694,"chr1:151501111:151501315","chr1",151501111,151501315,"deseq2"
