"gene_id","gene_label","log2FC_deseq2","padj_deseq2","logFC_limma","padj_limma","gene_symbol_limma","entrez_id","gene_symbol","mean_log2FoldChange","best_padj","n_dars","representative_annotation","direction"
"ENSMUSG00000032802","Srxn1",2.46106536139653,2.52658640457525e-07,2.75657855064069,0.00177638068042844,"Srxn1","76650","Srxn1",0.197808169926015,1.88335367615575e-08,5,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000045795","Whamm",2.45752924181636,2.70628689522089e-25,2.39335573037567,0.000143525150571771,"Whamm","434204","Whamm",4.08087083969298,5.75165118771809e-09,3,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000002910","Arrdc2",2.45564850365851,1.76525042815203e-06,2.63802159202965,0.00274631640131786,"Arrdc2","70807","Arrdc2",2.58986371235168,1.45861741277266e-09,6,"Distal Intergenic","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000097534","Gm16675",2.44577836420775,0.00283139705238314,2.37554092977587,0.0448043489869481,"Gm16675","100503498","Gm16675",1.84764504437793,8.15514083942283e-09,5,"Intron (ENSMUST00000208508.2/100503498, intron 2 of 4)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000087107","Slfnlnc",2.44237482704607,2.10889126178184e-44,2.39118896676174,2.41184736801255e-05,"Slfnlnc","100043636","Slfnlnc",4.91504489051372,9.9040598923341e-09,4,"Distal Intergenic","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000078350","Smim1",2.4277506124787,6.93694921120129e-06,2.27115973563278,0.00693680479308032,"Smim1","68859","Smim1",5.22751216722897,1.21691687828557e-05,2,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000027981","Rnpc3",2.4177843575665,2.73684119584602e-38,2.36997244587961,6.34792428484464e-05,"Rnpc3","67225","Rnpc3",0.339795156265495,1.22855182230895e-06,4,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000020745","Pafah1b1",2.41702147202871,9.73924050954738e-59,2.34358895023097,1.96302635594725e-05,"Pafah1b1","18472","Pafah1b1",3.1291445889156,1.49038533438288e-12,4,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000046295","Ankle1",2.40871610114752,4.75962880172733e-10,2.52854593310265,0.000960489807611835,"Ankle1","234396","Ankle1",2.70046597848113,1.50781860857212e-06,3,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000042842","Serpinb6b",2.40858738453098,1.81759991553202e-13,2.31377725374257,0.000758276314362226,"Serpinb6b","20708","Serpinb6b",2.71074882319198,7.70037788849581e-09,7,"Distal Intergenic","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000024845","Tmem134",2.40771549294804,4.79599116873893e-09,2.2844469398176,0.00215876513757031,"Tmem134","66990","Tmem134",8.7824130957239,8.88091661348128e-08,1,"3' UTR","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000046688","Tifa",2.39606615259354,5.4225326723158e-19,2.45475183287051,0.000164836451162033,"Tifa","211550","Tifa",1.26573565397596,2.29591579997933e-08,6,"Promoter (2-3kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000043510","Hscb",2.38870531280302,5.7438393308071e-20,2.40456732680361,0.000246749595899897,"Hscb","100900","Hscb",1.21243805739304,1.98735667005287e-08,2,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000042225","Ammecr1",2.38646288423479,2.3628475492311e-28,2.28751574255404,0.000110531542474644,"Ammecr1","56068","Ammecr1",0.961802896086644,2.49222494774692e-08,7,"Intron (ENSMUST00000041317.2/56068, intron 2 of 5)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000003068","Stk11",2.37546879871507,1.69083436030357e-30,2.3166217924975,9.41199301397373e-05,"Stk11","20869","Stk11",1.1250044168449,2.10603706513562e-09,3,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000044308","Ubr3",2.36264611943014,1.41250530704855e-36,2.27907918374809,6.23173337092074e-05,"Ubr3","68795","Ubr3",6.10492974911896,1.07111542093979e-07,11,"Promoter (1-2kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000025437","Usp33",2.3505940721963,6.70667332355654e-43,2.28064142265962,5.05883677281046e-05,"Usp33","170822","Usp33",1.60697385780314,0.00112873509868942,2,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000025503","Taldo1",2.34332789927418,2.02501148700695e-32,2.2742052704632,5.90867226032242e-05,"Taldo1","21351","Taldo1",1.1344550160701,7.25412753134651e-10,4,"Distal Intergenic","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000097177","9330159M07Rik",2.33918700633738,2.31640784293326e-09,2.28238300354779,0.00224494758687733,"9330159M07Rik","319673","9330159M07Rik",7.36771930558681,9.01901102036551e-05,1,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000058626","Capn11",2.33058881704795,0.0159946860992875,3.09429158357177,0.044877840856359,"Capn11","268958","Capn11",0.0958859200653,2.63579118946868e-05,2,"Intron (ENSMUST00000120717.7/268958, intron 2 of 21)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000035472","Slc25a21",2.32340341667391,6.61208342555885e-16,2.36425701960709,0.00030658138349669,"Slc25a21","217593","Slc25a21",5.10672729533113,4.93920279850572e-08,10,"Intron (ENSMUST00000044634.11/217593, intron 1 of 9)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000044573","Acp1",2.29553050605588,4.70578212524607e-44,2.26534038515504,3.2648951295918e-05,"Acp1","11431","Acp1",5.218738252109,3.15895878052869e-09,2,"Promoter (2-3kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000038538","Ubn2",2.29037085790078,2.01481432649578e-31,2.23256423694395,9.31054821994191e-05,"Ubn2","320538","Ubn2",8.03619678628318,5.92342056576698e-07,2,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000073639","Rab18",2.28582074056027,5.18603534439867e-18,2.16884618330565,0.000364383987371143,"Rab18","19330","Rab18",1.95021916256102,6.69193169378239e-09,7,"Distal Intergenic","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000027397","Slc20a1",2.27424748743306,4.83039426764475e-36,2.20341886538536,7.08773969617874e-05,"Slc20a1","20515","Slc20a1",8.45960186199103,3.10993323429473e-07,1,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000026202","Tuba4a",2.27382671055052,7.92481509123143e-21,2.24678538348618,0.000200960450041736,"Tuba4a","22145","Tuba4a",0.526639731181195,1.73775534047449e-09,2,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000021361","Tmem14c",2.26676709739494,2.12908023989305e-14,2.15188511921545,0.000511914953768925,"Tmem14c","66154","Tmem14c",0.58856488150201,7.56079586152612e-08,3,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000070462","Tlnrd1",2.26398592788447,2.14309990999414e-09,2.11521503912569,0.00195456744992621,"Tlnrd1","80889","Tlnrd1",0.761526528099536,3.75762691251108e-08,2,"Distal Intergenic","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000025981","Coq10b",2.25912200037484,3.63256444722185e-10,2.11912471519508,0.00159212815522419,"Coq10b","67876","Coq10b",2.89485353556959,6.38152059319705e-08,3,"Distal Intergenic","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000037416","Dmxl1",2.2493919362955,1.23930737985222e-74,2.18598641979971,1.76272947478849e-05,"Dmxl1","240283","Dmxl1",4.263698201467,0.000132486934554903,2,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000034341","Wbp2",2.23616834663272,5.94608890719087e-14,2.22203554473491,0.000539214703555577,"Wbp2","22378","Wbp2",2.35564635838796,4.25040657724476e-08,4,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000033373","Fntb",2.2324322373613,2.27257044611565e-07,2.1442492175139,0.00384749385151737,"Fntb","110606","Fntb",3.84883109096407,1.62746251833086e-08,5,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000046519","Golph3l",2.22468814151719,2.40788740233348e-40,2.17563965980747,6.07276498305863e-05,"Golph3l","229593","Golph3l",9.03013235857872,3.47480463111325e-08,1,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000031119","Gpc4",2.218984876145,0.000447529749230487,2.21955219996122,0.0221359610864148,"Gpc4","14735","Gpc4",7.93931121737708,4.68852706288713e-06,1,"Intron (ENSMUST00000033450.2/14735, intron 1 of 8)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000073542","Cep76",2.21151485160792,7.97005765954364e-19,2.11229291057256,0.000355161300762666,"Cep76","225659","Cep76",6.16050829178549,3.6495436331498e-09,4,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000037720","Tmem33",2.20916709467538,3.22614017859472e-34,2.12686821471194,7.66797600190166e-05,"Tmem33","67878","Tmem33",0.26511823415496,7.84239743549323e-08,4,"Distal Intergenic","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000098318","Lockd",2.2054171665138,4.61891841193622e-09,2.08998914703665,0.0021365273736235,"Lockd","381822","Lockd",5.60984534470957,2.63099862621524e-08,6,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000050410","Tcf19",2.18718218105625,1.7049748241202e-09,2.22563561610685,0.00184922170112933,"Tcf19","106795","Tcf19",1.42931632976954,0.00651090184534955,1,"Promoter (2-3kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000026837","Col5a1",2.17306565784566,0.000273229886659975,2.23430403284361,0.0132283864337168,"Col5a1","12831","Col5a1",1.07408412232195,4.50130617491113e-09,15,"Distal Intergenic","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000086438","Asb17os",2.17071613598963,0.00892403758898088,2.51081043657588,0.0407892807101997,"Asb17os","72317","Asb17os",5.06449997020211,4.90730234415964e-08,4,"Promoter (2-3kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000053510","Nrdc",2.17009708722899,2.27051865726409e-35,2.09028744757854,6.53700815553394e-05,"Nrdc","230598","Nrdc",5.67523042363049,2.62811720407889e-09,2,"Distal Intergenic","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000031838","Ifi30",2.14554631640787,9.7673038978296e-07,2.13312843867071,0.00388592895937011,"Ifi30","65972","Ifi30",9.48792687658388,6.17438143199334e-09,1,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000034931","Dhx8",2.14484836868558,1.5452304437147e-14,2.03507061042937,0.000684545279329705,"Dhx8","217207","Dhx8",0.499663626157255,1.9325012271419e-06,2,"Distal Intergenic","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000053470","Kdm3a",2.13501654123729,1.34094332130903e-32,2.06390736443837,8.39356329533976e-05,"Kdm3a","104263","Kdm3a",5.51994846151496,1.54569586798804e-08,2,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000086938","4930481A15Rik",2.10299940284214,0.00750894023048795,2.43128832980192,0.0411426235736349,"4930481A15Rik","74931","4930481A15Rik",0.61813742894055,4.21647456061272e-07,3,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000054428","Atp5if1",2.09189085374738,5.52983505079806e-22,2.04391410749226,0.000151313289797311,"Atp5if1","11983","Atp5if1",1.79375794110318,2.33149113306601e-08,5,"Distal Intergenic","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000018042","Cyb5r3",2.08955080950408,1.09014873948817e-14,2.13913506200448,0.00036841355065397,"Cyb5r3","109754","Cyb5r3",2.13105394151979,1.5800716136982e-08,6,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000078923","Ube2v1",2.08758801048056,1.29763665506187e-25,2.00456730147343,0.000171448608448019,"Ube2v1","66589","Ube2v1",0.957924087254501,2.13333659518282e-09,10,"Intron (ENSMUST00000127006.1/ENSMUST00000127006.1, intron 2 of 3)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000045160","Bola3",2.07954650867835,6.11486833983452e-13,1.99486136385011,0.000858023782287374,"Bola3","78653","Bola3",1.23852442408612,1.42909885793547e-08,4,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000022994","Adcy6",2.07854207331539,4.06003282318254e-13,1.97669643524925,0.000610289859962309,"Adcy6","11512","Adcy6",4.01219240378605,1.41277587654048e-08,9,"Intron (ENSMUST00000023728.7/73863, intron 2 of 3)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000030824","Nucb1",2.06651824477487,3.65117597262786e-64,2.00856054132966,2.41184736801255e-05,"Nucb1","18220","Nucb1",5.22799501020489,5.5132214299155e-08,2,"Promoter (1-2kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000006024","Napa",2.0655791721948,1.71468046227094e-23,2.04833901843785,0.000162720176195779,"Napa","108124","Napa",9.11854801476017,2.44821638230098e-08,1,"Promoter (1-2kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000027306","Nusap1",2.0495654680881,6.75725411891431e-32,2.02474212724951,6.26860564120034e-05,"Nusap1","108907","Nusap1",1.09347849434862,0.00742364830176369,2,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000040242","Fgfr1op2",2.03777369084477,9.65607744184717e-36,1.99552008564106,5.07406712380549e-05,"Fgfr1op2","67529","Fgfr1op2",4.93282390531859,5.45097460936509e-07,2,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000038705","Gmeb2",2.03378825705007,7.57709004110335e-10,1.89832570186588,0.00164383074058474,"Gmeb2","229004","Gmeb2",0.2596227464393,6.32746032424998e-07,2,"Intron (ENSMUST00000049032.12/229004, intron 2 of 9)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000050192","Eif5a2",2.02769623405906,5.63349584514467e-09,1.97919398327346,0.00223662937681112,"Eif5a2","208691","Eif5a2",1.33449864712867,0.000594881942867696,1,"Intron (ENSMUST00000167704.1/ENSMUST00000167704.1, intron 1 of 2)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000020894","Vamp2",2.02346477729294,4.9335744216168e-07,2.10249161412584,0.00362225722355482,"Vamp2","22318","Vamp2",9.86719282166435,1.70291350943649e-09,1,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000034327","Kctd9",2.02196396318786,9.97108892510777e-14,2.05372699187559,0.000604951175533453,"Kctd9","105440","Kctd9",8.81021297816171,8.15441924058839e-08,1,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000040033","Stat2",2.01977427129323,6.90322196667474e-10,2.09747080836952,0.00115132638204332,"Stat2","20847","Stat2",1.5781422979113,0.000209686448119827,1,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000046179","E2f8",2.01795991392155,1.23804373436334e-23,1.93303723623542,0.000201490471604585,"E2f8","108961","E2f8",0.729931999138203,9.27161092217711e-09,6,"Distal Intergenic","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000006418","Rnf114",2.00980880079353,1.34521952825232e-11,1.88172404395022,0.00115132638204332,"Rnf114","81018","Rnf114",0.48702512691752,2.47766086826408e-06,3,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000038384","Setd1b",2.00975693054825,4.06313644090355e-05,1.81481355848756,0.0119335116492049,"Setd1b","208043","Setd1b",1.99430638431929,1.03474387786523e-09,6,"Exon (ENSMUST00000160099.1/ENSMUST00000160099.1, exon 2 of 2)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000042628","Zfyve1",2.00623257672186,2.8587723087768e-06,1.83672722294814,0.00659616674770939,"Zfyve1","217695","Zfyve1",1.31557295946602,0.0345869901847501,1,"Intron (ENSMUST00000221919.1/217695, intron 3 of 12)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000017405","Nek8",2.00446017568447,2.55240764680431e-05,2.17248177040635,0.00630645392988095,"Nek8","140859","Nek8",1.32255271733249,2.3549832078798e-06,2,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000002963","Pnkp",2.00135969084333,1.35733100034199e-08,1.93628185697446,0.00256123729669491,"Pnkp","59047","Pnkp",6.34560461258905,3.45005349263607e-08,3,"Promoter (2-3kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000025220","Oga",1.98558667035802,7.54505036374945e-33,1.91249786408612,8.40561617821201e-05,"Oga","76055","Oga",7.96057051398694,3.07249108353968e-06,1,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000039509","Nup133",1.98530581831973,3.48784218315508e-31,1.91362825479027,9.65862459362872e-05,"Nup133","234865","Nup133",1.39059342280081,4.26794674958592e-05,1,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000037523","Mavs",1.97662058535766,2.65328557549484e-13,2.01084053953018,0.000629915683672138,"Mavs","228607","Mavs",0.310014860292975,4.26664862495748e-08,2,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000024301","Kifc5b",1.97476337889293,8.9602271659929e-06,2.02131963079368,0.00408192619597549,"Kifc5b","16580","Kifc5b",1.55168356290927,3.01622711414549e-06,1,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000035840","Lysmd3",1.9677847269101,3.96323962270003e-15,1.92324782844306,0.000645389271872294,"Lysmd3","80289","Lysmd3",3.64170565088723,3.12187154669326e-07,4,"Distal Intergenic","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000025162","Csnk1d",1.96775203160508,6.60438435399445e-37,1.91936232205327,7.95461869052543e-05,"Csnk1d","104318","Csnk1d",1.24308022841817,1.26112712383684e-10,5,"Intron (ENSMUST00000239115.1/104318, intron 2 of 8)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000045827","Serpinb9",1.9631720835448,1.33113264972159e-09,1.98886870987128,0.0015859603859788,"Serpinb9","20723","Serpinb9",3.18623066946853,6.62254443744249e-07,6,"Distal Intergenic","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000006676","Usp19",1.95944700379982,4.71742418244837e-37,1.90132062996968,8.25933752525133e-05,"Usp19","71472","Usp19",8.28493910065333,6.38678518604143e-07,1,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000054191","Klf1",1.95944342818997,1.11730254734201e-12,2.00767201690585,0.000507143307513398,"Klf1","16596","Klf1",1.64452550944472,1.92813652634452e-06,2,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000018752","Tnfsfm13",1.94705990996077,0.00266743157733658,2.10767523769146,0.0309407085675643,"Tnfsfm13","619441","Tnfsfm13",7.2993457017124,0.000158183823972016,1,"Distal Intergenic","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000041629","Vcf1",1.94406196885749,2.0800736714465e-09,1.84124959338691,0.00138356363068554,"Vcf1","28081","Vcf1",1.39177454325978,5.08918139080268e-06,2,"Promoter (2-3kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000020544","Cox11",1.94260808709981,2.01481905714611e-05,1.84688197616103,0.00900013516715832,"Cox11","69802","Cox11",1.76178677816315,0.00060118261379493,1,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000020305","Asb3",1.93265983674284,9.8660227220826e-11,1.95720576402764,0.00102237947180698,"Asb3","65257","Asb3",1.76123659412187,1.7419228530212e-22,4,"Distal Intergenic","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000021072","Tmx1",1.93109999227138,1.45648390645951e-17,1.87932751977004,0.000263964363395557,"Tmx1","72736","Tmx1",1.95086051730352,6.73900283204902e-08,5,"Distal Intergenic","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000022415","Syngr1",1.92432434011442,0.00321357298422919,2.17246024036836,0.0276135168080452,"Syngr1","20972","Syngr1",1.05722230880266,2.0215374011782e-09,5,"Intron (ENSMUST00000185306.2/27367, intron 1 of 3)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000024290","Rock1",1.91103623212931,2.64295751191483e-35,1.84264357398117,6.12216495999025e-05,"Rock1","19877","Rock1",4.55096428798397,5.46068326170825e-07,8,"Intron (ENSMUST00000067947.6/19877, intron 16 of 32)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000038784","Cnot4",1.90654061611956,2.71682842799597e-15,1.88333550442509,0.000429404749855583,"Cnot4","53621","Cnot4",0.126821376049395,6.67920263548397e-05,2,"Intron (ENSMUST00000202143.3/53621, intron 1 of 10)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000038013","Wipf2",1.89947705809108,1.38489385654657e-07,1.91990078769204,0.0021599393885631,"Wipf2","68524","Wipf2",0.454736519420455,3.33447970726864e-07,2,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000022034","Esco2",1.89773062450692,2.82094468975968e-17,1.83876796488071,0.000448938646540303,"Esco2","71988","Esco2",1.98962445572852,2.14514948353118e-07,1,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000019505","Ubb",1.89429158587415,2.63787713962822e-29,1.82728355060302,9.2479330733779e-05,"Ubb","22187","Ubb",0.754091360677388,7.03106649476226e-07,5,"Promoter (1-2kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000026896","Ifih1",1.89152156427835,1.9308393043484e-25,1.82533124447191,0.000183208120120918,"Ifih1","71586","Ifih1",5.04737803966815,1.29167668531876e-07,5,"Intron (ENSMUST00000028259.11/71586, intron 4 of 15)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000061130","Ppm1b",1.89035738460976,5.90765483715897e-13,1.79257482438481,0.000651984623284154,"Ppm1b","19043","Ppm1b",2.02211758409053,1.10692292376423e-07,11,"Distal Intergenic","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000002625","Akap8l",1.88777257350788,2.56676230149946e-13,1.77427347678781,0.000705178230829028,"Akap8l","54194","Akap8l",5.3892306226083,5.53863202402848e-09,2,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000072437","Nanos1",1.88747616532325,0.00323599760968729,1.93803000152668,0.0347239510641798,"Nanos1","332397","Nanos1",7.595200848606,8.97741791525574e-07,5,"Distal Intergenic","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000029550","Sppl3",1.8796883213472,1.08392794137746e-18,1.849621929524,0.000325787326191681,"Sppl3","74585","Sppl3",1.95233950807475,7.49880820681389e-08,14,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000025147","Mob2",1.87342346137069,5.37338347753033e-10,1.83673928591234,0.00121883376110274,"Mob2","101513","Mob2",0.13472141031127,3.12763426136514e-09,7,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000025762","Larp1b",1.86276018941505,3.40597885074067e-11,1.82574122109041,0.00081996113717577,"Larp1b","214048","Larp1b",1.26577171244126,9.36542884235879e-08,1,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000021814","Anxa7",1.85950860265073,7.10365293328253e-24,1.82398362277034,0.000189577629342613,"Anxa7","11750","Anxa7",1.19472170997858,0.00241329528377529,1,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000035242","Oaz1",1.85165331512212,5.49750726646828e-08,1.72600396702504,0.00289169085372525,"Oaz1","18245","Oaz1",9.19846719790779,1.85855373335589e-08,1,"Promoter (2-3kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000028587","Orc1",1.84590867059168,1.10399553952877e-07,1.92224523310172,0.00184217567647566,"Orc1","18392","Orc1",5.50064077766096,7.46841003435219e-05,3,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000032667","Pon2",1.84020015720211,7.95655695751379e-17,1.79199546899527,0.000562712204454555,"Pon2","330260","Pon2",0.028220728525835,0.000781468839905022,2,"Promoter (1-2kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000027677","Ttc14",1.83245634355094,1.15163256206419e-24,1.75714891661211,0.000202599073119191,"Ttc14","67120","Ttc14",7.01181765165218,0.00107152018074392,1,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000032185","Carm1",1.83214857767641,6.49337711110975e-11,1.79621240094971,0.00116174681130161,"Carm1","59035","Carm1",6.60434601864608,2.38171035673066e-09,3,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000012296","Tjap1",1.83050967894686,3.03742399809781e-05,1.95861538784375,0.00704192897305474,"Tjap1","74094","Tjap1",6.525471047112,0.0309468510154065,1,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000037001","Zfp39",1.82758087326672,1.08980757267266e-14,1.80127617058848,0.000673154734180591,"Zfp39","22698","Zfp39",4.30109226949807,1.86576321446414e-09,3,"Promoter (2-3kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000056025","Clca3a1",1.80942373158737,1.64305249410175e-08,1.81503076995427,0.00219769882408763,"Clca3a1","12722","Clca3a1",7.34408283582871,1.81760056780865e-05,2,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000102976","Zc3h11a",1.79656996513668,1.52178699861896e-28,1.72386447803035,0.000145674713357209,"Zc3h11a","70579","Zc3h11a",2.07737903754912,1.9785993463288e-05,1,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000090213","Peds1",1.79656881557418,8.2574899131567e-05,1.821463157867,0.00802421269713626,"Peds1","407243","Peds1",4.58794809279036,1.22545128376918e-06,2,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000015341","Golga7",1.78827579200568,9.78243436269849e-22,1.7613136449251,0.000185938815614359,"Golga7","57437","Golga7",3.93881081484925,2.63009547094382e-10,3,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000020671","Rab10",1.78691868735271,1.22454392724027e-23,1.75872233730644,0.000139826199822741,"Rab10","19325","Rab10",3.52069077180459,1.63489167808852e-06,5,"Intron (ENSMUST00000021001.9/19325, intron 1 of 5)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000044367","Slc16a13",1.781659625385,0.000776399970375031,2.03717876880357,0.0134352007459719,"Slc16a13","69309","Slc16a13",1.17804390624737,0.000546958750798522,1,"Promoter (<=1kb)","Up in Erythroblast and more open in Erythroblast"
"ENSMUSG00000039232","Stx11",1.78109086238606,0.00111426389336959,1.72132713542974,0.0260489101274373,"Stx11","74732","Stx11",0.55399213104632,1.02326767627494e-06,9,"Intron (ENSMUST00000042861.6/74732, intron 1 of 2)","Up in Erythroblast and more open in Erythroblast"
